"year","tc_loss_ha_log","country.id","driver.id"
2007,8.27,4,4
2008,4.22,4,3
2008,6.92,4,2
2008,5.67,4,1
2008,8.27,4,4
2009,3.61,4,3
2009,6.31,4,2
2009,4.83,4,1
2009,6.27,4,4
2010,3.4,4,3
2010,5.71,4,2
2010,4.01,4,1
2010,5.29,4,4
2011,3.37,4,3
2011,5.62,4,2
2011,4.39,4,1
2011,6.61,4,4
2012,3.3,4,3
2012,6.69,4,2
2012,6.35,4,1
2012,8.23,4,4
2013,3.85,4,3
2013,5.8,4,2
2013,4.68,4,1
2013,7.54,4,4
2014,3.18,4,3
2014,5.97,4,2
2014,4.39,4,1
2014,6.06,4,4
2015,3.18,4,3
2015,4.97,4,2
2015,3.09,4,1
2015,4.22,4,4
2016,3.64,4,3
2016,5.67,4,2
2016,3.66,4,1
2016,6.18,4,4
2017,3.97,4,3
2017,5.68,4,2
2017,3.74,4,1
2017,7.1,4,4
2018,3.97,4,3
2018,5.94,4,2
2018,3.69,4,1
2018,7.3,4,4
2019,3.71,4,3
2019,6.03,4,2
2019,3.47,4,1
2019,6.21,4,4
2020,3.58,4,3
2020,5.83,4,2
2020,3.76,4,1
2020,6.42,4,4
2021,3.4,4,3
2021,5.85,4,2
2021,3.61,4,1
2021,7.08,4,4
2022,3,4,3
2022,5.72,4,2
2022,3.4,4,1
2022,7.41,4,4
2023,3.47,4,3
2023,6.35,4,2
2023,4.49,4,1
2023,7.45,4,4
2024,3,4,3
2024,5.45,4,2
2024,3.3,4,1
2024,6.32,4,4
2025,3.09,4,3
2025,5.21,4,2
2025,3.37,4,1
2025,8.17,4,4
2001,3.87,5,3
2001,4.13,5,2
2001,5.62,5,1
2001,7.99,5,4
2002,3.61,5,3
2002,5.05,5,2
2002,6.49,5,1
2002,7.61,5,4
2003,3.5,5,3
2003,5.02,5,2
2003,6.3,5,1
2003,8,5,4
2004,4.68,5,3
2004,5.45,5,2
2004,6.59,5,1
2004,0.69,5,1
2004,8.03,5,4
2005,4.68,5,3
2005,4.58,5,2
2005,6.31,5,1
2005,0.69,5,1
2005,8.17,5,4
2006,4.53,5,3
2006,4.76,5,2
2006,6.36,5,1
2006,1.39,5,1
2006,8.38,5,4
2007,4.81,5,3
2007,4.55,5,2
2007,5.95,5,1
2007,1.1,5,1
2007,8.39,5,4
2008,5.47,5,3
2008,4.33,5,2
2008,6.12,5,1
2008,0.69,5,1
2008,8.84,5,4
2009,5.35,5,3
2009,5.24,5,2
2009,6.68,5,1
2009,0,5,1
2009,9.09,5,4
2010,5.04,5,3
2010,4.66,5,2
2010,5.77,5,1
2010,0,5,1
2010,7.54,5,4
2011,5.03,5,3
2011,6.03,5,2
2011,6.56,5,1
2011,0,5,1
2011,8.83,5,4
2012,5.02,5,3
2012,6.01,5,2
2012,6.5,5,1
2012,2.48,5,1
2012,9.15,5,4
2013,4.6,5,3
2013,5.59,5,2
2013,6.17,5,1
2013,2.4,5,1
2013,8.67,5,4
2014,5.38,5,3
2014,5.02,5,2
2014,6.37,5,1
2014,9.02,5,4
2015,5.31,5,3
2015,4.95,5,2
2015,6.16,5,1
2015,8.45,5,4
2016,5.37,5,3
2016,5.37,5,2
2016,6.13,5,1
2016,0.69,5,1
2016,8.84,5,4
2017,5.57,5,3
2017,5.48,5,2
2017,6.69,5,1
2017,1.61,5,1
2017,10.7,5,4
2018,5.15,5,3
2018,5.16,5,2
2018,6.38,5,1
2018,0.69,5,1
2018,8.44,5,4
2019,5.11,5,3
2019,4.84,5,2
2019,6.29,5,1
2019,0.69,5,1
2019,8.57,5,4
2020,4.92,5,3
2020,4.84,5,2
2020,6.21,5,1
2020,9.41,5,4
2021,4.29,5,3
2021,4.88,5,2
2021,6.27,5,1
2021,9.88,5,4
2022,4.67,5,3
2022,4.57,5,2
2022,6.03,5,1
2022,9.45,5,4
2023,4.84,5,3
2023,3.87,5,2
2023,5.91,5,1
2023,9.97,5,4
2024,5.4,5,3
2024,4.77,5,2
2024,5.96,5,1
2024,8.18,5,4
2025,5.21,5,3
2025,4.36,5,2
2025,6.13,5,1
2025,0,5,1
2025,8.2,5,4
2001,0.69,6,2
2002,0,6,2
2003,0,6,2
2004,2.4,6,2
2005,0.69,6,2
2006,0,6,2
2007,0,6,2
2008,0,6,2
2009,0.69,6,2
2010,0.69,6,2
2012,1.79,6,2
2013,1.39,6,2
2014,0.69,6,2
2015,0.69,6,2
2017,0,6,2
2018,0,6,2
2019,0,6,2
2020,2.4,6,2
2021,0,6,2
2022,1.79,6,2
2023,1.1,6,2
2024,2.08,6,2
2025,2.4,6,2
2001,5.42,7,3
2001,6.47,7,2
2001,10.95,7,1
2001,10.52,7,1
2001,6.18,7,4
2002,5.46,7,3
2002,6.54,7,2
2002,10.49,7,1
2002,9.86,7,1
2002,6.39,7,4
2003,6.17,7,3
2003,5.69,7,2
2003,10.31,7,1
2003,9.72,7,1
2003,5.77,7,4
2004,6.35,7,3
2004,6.7,7,2
2004,10.77,7,1
2004,9.79,7,1
2004,6.12,7,4
2005,6.9,7,3
2005,6.19,7,2
2005,11.02,7,1
2005,10.16,7,1
2005,6.23,7,4
2006,6.94,7,3
2006,6.85,7,2
2006,10.91,7,1
2006,9.73,7,1
2006,6.2,7,4
2007,6.64,7,3
2007,7.02,7,2
2007,11.48,7,1
2007,10.61,7,1
2007,5.97,7,4
2008,6.33,7,3
2008,6.08,7,2
2008,11.25,7,1
2008,9.97,7,1
2008,7.09,7,4
2009,6.99,7,3
2009,7.31,7,2
2009,11.74,7,1
2009,10.39,7,1
2009,6.27,7,4
2010,6.88,7,3
2010,7.01,7,2
2010,11.58,7,1
2010,10.67,7,1
2010,7.05,7,4
2011,6.11,7,3
2011,7.43,7,2
2011,11.85,7,1
2011,10.45,7,1
2011,6.32,7,4
2012,6.38,7,3
2012,7.54,7,2
2012,11.78,7,1
2012,10.57,7,1
2012,7.06,7,4
2013,6.72,7,3
2013,7.92,7,2
2013,11.57,7,1
2013,10.84,7,1
2013,7.56,7,4
2014,6.98,7,3
2014,8.18,7,2
2014,11.76,7,1
2014,11.21,7,1
2014,7.02,7,4
2015,6.94,7,3
2015,7.48,7,2
2015,11.46,7,1
2015,10.97,7,1
2015,7.97,7,4
2016,7.27,7,3
2016,7.73,7,2
2016,11.88,7,1
2016,11.26,7,1
2016,7.39,7,4
2017,7.64,7,3
2017,7.98,7,2
2017,12.1,7,1
2017,11.41,7,1
2017,7.85,7,4
2018,7.1,7,3
2018,7.54,7,2
2018,11.91,7,1
2018,11.39,7,1
2018,5.91,7,4
2019,6.84,7,3
2019,7.41,7,2
2019,11.64,7,1
2019,10.95,7,1
2019,5.42,7,4
2020,6.79,7,3
2020,7.42,7,2
2020,12.08,7,1
2020,11.11,7,1
2020,6.58,7,4
2021,7.4,7,3
2021,7.29,7,2
2021,12.12,7,1
2021,11.6,7,1
2021,6.69,7,4
2022,7.58,7,3
2022,6.85,7,2
2022,12.13,7,1
2022,11.26,7,1
2022,6.39,7,4
2023,7.93,7,3
2023,6.86,7,2
2023,12.09,7,1
2023,11.32,7,1
2023,7.67,7,4
2024,7.96,7,3
2024,6.99,7,2
2024,12.22,7,1
2024,11.2,7,1
2024,7.35,7,4
2025,7.66,7,3
2025,7.4,7,2
2025,12.45,7,1
2025,11.63,7,1
2025,8.41,7,4
2004,0.69,8,1
2005,0,8,1
2006,0,8,1
2008,1.1,8,1
2009,0,8,1
2012,0.69,8,1
2013,0,8,1
2021,0.69,8,1
2001,0,9,3
2001,2.71,9,1
2002,1.1,9,3
2002,1.39,9,1
2003,0,9,3
2003,1.79,9,1
2004,1.1,9,3
2004,1.79,9,1
2005,0,9,3
2005,2.4,9,1
2006,1.1,9,3
2006,2.83,9,1
2007,1.61,9,3
2007,2.94,9,1
2008,1.61,9,3
2008,2.4,9,1
2009,1.61,9,3
2009,3.37,9,1
2010,0.69,9,3
2010,2.3,9,1
2011,0,9,3
2011,2.83,9,1
2012,0,9,3
2012,2.89,9,1
2013,0.69,9,3
2013,2.48,9,1
2014,0.69,9,3
2014,2.3,9,1
2015,1.1,9,3
2015,1.79,9,1
2016,1.61,9,1
2016,0,9,4
2017,3.53,9,3
2017,3.04,9,1
2018,3.89,9,3
2018,4.36,9,1
2018,1.79,9,4
2019,0,9,3
2019,3,9,1
2020,2.2,9,1
2021,2.89,9,1
2022,1.1,9,3
2022,3.22,9,1
2023,1.1,9,3
2023,2.08,9,1
2024,0.69,9,3
2024,3.33,9,1
2025,1.1,9,3
2025,2.2,9,1
2001,5.52,10,3
2001,10.18,10,2
2001,11.59,10,1
2001,3.71,10,1
2001,8.51,10,4
2002,5.82,10,3
2002,10.01,10,2
2002,11.2,10,1
2002,1.79,10,1
2002,8.46,10,4
2003,6.18,10,3
2003,10.2,10,2
2003,12.23,10,1
2003,2.08,10,1
2003,9.24,10,4
2004,5.68,10,3
2004,10.44,10,2
2004,12.84,10,1
2004,2.71,10,1
2004,9.45,10,4
2005,5.9,10,3
2005,10.53,10,2
2005,12.66,10,1
2005,3.04,10,1
2005,8.87,10,4
2006,6.22,10,3
2006,10.65,10,2
2006,12.46,10,1
2006,3.22,10,1
2006,8.83,10,4
2007,6.41,10,3
2007,10.62,10,2
2007,12.8,10,1
2007,2.77,10,1
2007,9.36,10,4
2008,7.03,10,3
2008,10.69,10,2
2008,13.16,10,1
2008,3.14,10,1
2008,9.54,10,4
2009,6.46,10,3
2009,10.19,10,2
2009,12.46,10,1
2009,3.18,10,1
2009,9.47,10,4
2010,6.44,10,3
2010,10.4,10,2
2010,12.78,10,1
2010,2.08,10,1
2010,9.53,10,4
2011,6.46,10,3
2011,10.57,10,2
2011,12.97,10,1
2011,0.69,10,1
2011,9.84,10,4
2012,6.05,10,3
2012,10.91,10,2
2012,12.84,10,1
2012,2.48,10,1
2012,10.11,10,4
2013,6.16,10,3
2013,10.57,10,2
2013,12.47,10,1
2013,3.18,10,1
2013,10.94,10,4
2014,5.91,10,3
2014,10.36,10,2
2014,12.12,10,1
2014,2.2,10,1
2014,9.82,10,4
2015,6.16,10,3
2015,10.02,10,2
2015,11.73,10,1
2015,1.79,10,1
2015,10.2,10,4
2016,6.13,10,3
2016,10.24,10,2
2016,12.1,10,1
2016,2.2,10,1
2016,9.68,10,4
2017,6.64,10,3
2017,10.27,10,2
2017,12.14,10,1
2017,3.04,10,1
2017,9.22,10,4
2018,6.48,10,3
2018,9.94,10,2
2018,11.87,10,1
2018,2.3,10,1
2018,8.65,10,4
2019,5.82,10,3
2019,9.91,10,2
2019,11.67,10,1
2019,1.1,10,1
2019,8.35,10,4
2020,5.97,10,3
2020,9.97,10,2
2020,11.83,10,1
2020,5.59,10,1
2020,10.4,10,4
2021,6.11,10,3
2021,9.98,10,2
2021,11.91,10,1
2021,1.95,10,1
2021,10.25,10,4
2022,6.2,10,3
2022,10.16,10,2
2022,11.99,10,1
2022,2.77,10,1
2022,10.58,10,4
2023,5.84,10,3
2023,10.06,10,2
2023,12.01,10,1
2023,2.77,10,1
2023,10.04,10,4
2024,6.44,10,3
2024,10.08,10,2
2024,11.96,10,1
2024,2.2,10,1
2024,9.82,10,4
2025,6.24,10,3
2025,10.12,10,2
2025,11.61,10,1
2025,2.2,10,1
2025,10.97,10,4
2001,0,11,3
2001,4.32,11,2
2001,2.2,11,1
2001,1.1,11,4
2002,1.39,11,3
2002,4.62,11,2
2002,1.61,11,1
2002,2.2,11,4
2003,0,11,3
2003,5.63,11,2
2003,2.64,11,1
2003,1.39,11,4
2004,0,11,3
2004,3.89,11,2
2004,1.39,11,1
2004,0.69,11,4
2005,0,11,3
2005,4.32,11,2
2005,1.1,11,1
2005,0.69,11,4
2006,1.1,11,3
2006,4.38,11,2
2006,2.08,11,1
2006,0.69,11,4
2007,0.69,11,3
2007,3.33,11,2
2007,0,11,1
2007,1.39,11,4
2008,2.08,11,3
2008,4.06,11,2
2008,1.79,11,1
2008,0,11,4
2009,3.26,11,3
2009,4.48,11,2
2009,1.79,11,1
2009,1.79,11,4
2010,3.76,11,3
2010,4.32,11,2
2010,1.79,11,1
2010,1.1,11,4
2011,3.58,11,3
2011,4.55,11,2
2011,2.77,11,1
2011,0,11,4
2012,4.09,11,3
2012,3.93,11,2
2012,2.4,11,1
2012,1.79,11,4
2013,2.4,11,3
2013,2.83,11,2
2013,1.1,11,1
2014,2.83,11,3
2014,2.64,11,2
2014,1.1,11,1
2015,0,11,3
2015,0.69,11,2
2016,0,11,3
2016,3.04,11,2
2016,0.69,11,1
2017,1.39,11,3
2017,2.48,11,2
2017,1.79,11,1
2017,2.83,11,4
2018,0,11,3
2018,1.39,11,2
2018,0.69,11,1
2019,0,11,3
2019,0,11,2
2020,1.61,11,3
2020,2.56,11,2
2021,1.39,11,3
2021,0.69,11,2
2021,0,11,1
2022,1.1,11,3
2022,1.1,11,2
2023,2.08,11,3
2023,4.29,11,2
2023,0,11,1
2023,0,11,4
2024,1.79,11,3
2024,2.83,11,2
2024,0.69,11,1
2024,0.69,11,4
2025,2.94,11,3
2025,2.2,11,2
2025,1.39,11,1
2001,6.89,12,3
2001,10.7,12,2
2001,9.02,12,1
2001,1.61,12,1
2001,11.98,12,4
2002,6.97,12,3
2002,10.86,12,2
2002,9.4,12,1
2002,1.39,12,1
2002,12.39,12,4
2003,7.26,12,3
2003,11.18,12,2
2003,9.76,12,1
2003,0,12,1
2003,12.52,12,4
2004,7.45,12,3
2004,11.07,12,2
2004,9.59,12,1
2004,2.94,12,1
2004,10.52,12,4
2005,7.72,12,3
2005,11.05,12,2
2005,9.53,12,1
2005,1.61,12,1
2005,11.41,12,4
2006,7.81,12,3
2006,11.12,12,2
2006,9.67,12,1
2006,1.1,12,1
2006,11.44,12,4
2007,8.15,12,3
2007,11.45,12,2
2007,9.71,12,1
2007,2.48,12,1
2007,12.42,12,4
2008,8.01,12,3
2008,11.1,12,2
2008,9.5,12,1
2008,1.95,12,1
2008,11.66,12,4
2009,7.85,12,3
2009,11.22,12,2
2009,9.57,12,1
2009,1.61,12,1
2009,11.54,12,4
2010,8.07,12,3
2010,10.98,12,2
2010,9.13,12,1
2010,0.69,12,1
2010,12.27,12,4
2011,7.97,12,3
2011,11,12,2
2011,9.22,12,1
2011,3.4,12,1
2011,10.56,12,4
2012,7.73,12,3
2012,10.93,12,2
2012,9.32,12,1
2012,1.61,12,1
2012,11.05,12,4
2013,7.75,12,3
2013,10.9,12,2
2013,9,12,1
2013,2.4,12,1
2013,12.14,12,4
2014,7.74,12,3
2014,11.06,12,2
2014,9.63,12,1
2014,1.79,12,1
2014,12.17,12,4
2015,7.64,12,3
2015,10.99,12,2
2015,9.13,12,1
2015,0.69,12,1
2015,12.13,12,4
2016,8.37,12,3
2016,11.48,12,2
2016,9.66,12,1
2016,1.95,12,1
2016,12.63,12,4
2017,8.13,12,3
2017,11.33,12,2
2017,9.37,12,1
2017,1.79,12,1
2017,11.79,12,4
2018,7.62,12,3
2018,11.13,12,2
2018,9.13,12,1
2018,2.48,12,1
2018,12.02,12,4
2019,7.73,12,3
2019,11.25,12,2
2019,9.51,12,1
2019,4.17,12,1
2019,14.26,12,4
2020,7.85,12,3
2020,11.34,12,2
2020,9.12,12,1
2020,3.69,12,1
2020,14.63,12,4
2021,7.47,12,3
2021,10.93,12,2
2021,8.83,12,1
2021,12.16,12,4
2022,7.76,12,3
2022,10.59,12,2
2022,8.62,12,1
2022,1.1,12,1
2022,11.12,12,4
2023,7.78,12,3
2023,10.35,12,2
2023,8.52,12,1
2023,3,12,1
2023,11.92,12,4
2024,7.4,12,3
2024,10.47,12,2
2024,8.54,12,1
2024,2.2,12,1
2024,11.82,12,4
2025,7.27,12,3
2025,10.3,12,2
2025,8.46,12,1
2025,2.08,12,1
2025,12.75,12,4
2001,3.33,13,3
2001,8.79,13,2
2001,3.3,13,1
2001,1.1,13,4
2002,3.5,13,3
2002,9.23,13,2
2002,3.78,13,1
2002,3,13,4
2003,3.95,13,3
2003,9.54,13,2
2003,3.33,13,1
2003,2.94,13,4
2004,3.97,13,3
2004,9.53,13,2
2004,3.69,13,1
2004,2.4,13,4
2005,4.63,13,3
2005,9.93,13,2
2005,4.62,13,1
2005,3,13,4
2006,3.78,13,3
2006,9.4,13,2
2006,3.91,13,1
2006,2.08,13,4
2007,4.66,13,3
2007,10.33,13,2
2007,4.42,13,1
2007,3.69,13,4
2008,4.45,13,3
2008,10.17,13,2
2008,3.76,13,1
2008,2.56,13,4
2009,4.63,13,3
2009,9.61,13,2
2009,3.87,13,1
2009,3.26,13,4
2010,4.2,13,3
2010,9.66,13,2
2010,4.25,13,1
2010,2.08,13,4
2011,4.3,13,3
2011,9.76,13,2
2011,3.83,13,1
2011,2.89,13,4
2012,3.95,13,3
2012,9.26,13,2
2012,3.43,13,1
2012,2.08,13,4
2013,3.91,13,3
2013,8.89,13,2
2013,3.33,13,1
2013,1.39,13,4
2014,3.74,13,3
2014,9.14,13,2
2014,3.47,13,1
2014,3.22,13,4
2015,3.58,13,3
2015,8.94,13,2
2015,3.09,13,1
2015,1.1,13,4
2016,4.28,13,3
2016,9.7,13,2
2016,3.56,13,1
2016,1.39,13,4
2017,4.17,13,3
2017,9.76,13,2
2017,3.69,13,1
2017,1.1,13,4
2018,3.95,13,3
2018,10.15,13,2
2018,3.18,13,1
2018,1.1,13,4
2019,4.2,13,3
2019,10.39,13,2
2019,2.56,13,1
2019,2.4,13,4
2020,4.09,13,3
2020,10.12,13,2
2020,2.48,13,1
2020,1.61,13,4
2021,3.87,13,3
2021,9.67,13,2
2021,2.64,13,1
2021,1.1,13,4
2022,3.97,13,3
2022,9.86,13,2
2022,2.4,13,1
2022,3.09,13,4
2023,4.25,13,3
2023,10.15,13,2
2023,2.64,13,1
2023,2.4,13,4
2024,4.54,13,3
2024,10.18,13,2
2024,2.48,13,1
2024,3.97,13,4
2025,4.23,13,3
2025,10.18,13,2
2025,2.94,13,1
2025,1.1,13,4
2001,1.79,14,3
2001,5.42,14,2
2001,4.87,14,1
2001,3.18,14,4
2002,2.48,14,3
2002,5.49,14,2
2002,6.44,14,1
2002,3.43,14,4
2003,2.4,14,3
2003,6.29,14,2
2003,5.45,14,1
2003,3.09,14,4
2004,2.56,14,3
2004,5.1,14,2
2004,5.3,14,1
2004,3.87,14,4
2005,2.08,14,3
2005,3.95,14,2
2005,4.5,14,1
2005,2.56,14,4
2006,2.3,14,3
2006,4.81,14,2
2006,5.26,14,1
2006,3.22,14,4
2007,2.08,14,3
2007,4.57,14,2
2007,5.48,14,1
2007,3.26,14,4
2008,1.79,14,3
2008,4.34,14,2
2008,5.37,14,1
2008,4.25,14,4
2009,3.61,14,3
2009,4.19,14,2
2009,4.96,14,1
2009,3.04,14,4
2010,3.99,14,3
2010,4.53,14,2
2010,4.88,14,1
2010,3.87,14,4
2011,2.48,14,3
2011,2.89,14,2
2011,3.61,14,1
2011,2.48,14,4
2012,3.14,14,3
2012,4.52,14,2
2012,5.84,14,1
2012,3.43,14,4
2013,2.64,14,3
2013,2.94,14,2
2013,3.09,14,1
2013,3.04,14,4
2014,2.08,14,3
2014,2.89,14,2
2014,3.85,14,1
2014,5.24,14,4
2015,0,14,3
2015,1.61,14,2
2015,0.69,14,1
2015,2.94,14,4
2016,1.1,14,3
2016,1.39,14,2
2016,1.1,14,1
2016,1.61,14,4
2017,2.08,14,3
2017,2.71,14,2
2017,2.2,14,1
2017,3.61,14,4
2018,0,14,3
2018,2.08,14,2
2018,3.61,14,1
2018,3.4,14,4
2019,1.95,14,3
2019,0.69,14,2
2019,0.69,14,1
2019,0.69,14,4
2020,0.69,14,3
2020,1.39,14,2
2020,2.77,14,1
2021,3.89,14,3
2021,1.61,14,2
2021,3.18,14,1
2021,0.69,14,4
2022,4.83,14,3
2022,1.39,14,2
2022,1.61,14,1
2022,0,14,4
2023,5.51,14,3
2023,3.53,14,2
2023,3.43,14,1
2023,4.72,14,4
2024,4.56,14,3
2024,3.14,14,2
2024,2.71,14,1
2024,1.95,14,4
2025,3.99,14,3
2025,3.37,14,2
2025,3.04,14,1
2025,1.39,14,4
2001,3.47,15,3
2001,1.61,15,2
2001,3.87,15,1
2001,2.08,15,1
2001,2.48,15,4
2002,2.64,15,3
2002,3,15,2
2002,4.43,15,1
2002,2.56,15,1
2002,3.71,15,4
2003,2.83,15,3
2003,1.79,15,2
2003,3.69,15,1
2003,2.48,15,1
2003,2.2,15,4
2004,2.64,15,3
2004,1.79,15,2
2004,4.28,15,1
2004,1.95,15,1
2004,3.78,15,4
2005,4.16,15,3
2005,0.69,15,2
2005,5.06,15,1
2005,1.1,15,1
2005,6.24,15,4
2006,4.51,15,3
2006,1.79,15,2
2006,5.28,15,1
2006,1.1,15,1
2006,4.5,15,4
2007,4.16,15,3
2007,2.2,15,2
2007,4.2,15,1
2007,0.69,15,1
2007,3.26,15,4
2008,3.53,15,3
2008,3.37,15,2
2008,4.62,15,1
2008,2.77,15,1
2008,4.71,15,4
2009,4.3,15,3
2009,2.3,15,2
2009,3.99,15,1
2009,1.95,15,1
2009,3.71,15,4
2010,2.64,15,3
2010,1.39,15,2
2010,3.58,15,1
2010,1.79,15,1
2010,3.33,15,4
2011,1.79,15,3
2011,1.79,15,2
2011,3.43,15,1
2011,1.39,15,1
2011,5.46,15,4
2012,2.2,15,3
2012,0,15,2
2012,3.3,15,1
2012,3.33,15,1
2012,4.11,15,4
2013,3.37,15,3
2013,2.2,15,2
2013,4.22,15,1
2013,2.3,15,1
2013,6.61,15,4
2014,3.22,15,3
2014,1.1,15,2
2014,4.16,15,1
2014,2.4,15,1
2014,5.89,15,4
2015,2.64,15,3
2015,1.39,15,2
2015,3.58,15,1
2015,1.1,15,1
2015,6.51,15,4
2016,3.81,15,3
2016,1.1,15,2
2016,5.08,15,1
2016,1.39,15,1
2016,7.38,15,4
2017,3.78,15,3
2017,2.89,15,2
2017,5.95,15,1
2017,3.14,15,1
2017,7.4,15,4
2018,2.83,15,3
2018,1.39,15,2
2018,3.61,15,1
2018,0.69,15,1
2018,5.47,15,4
2019,3.14,15,3
2019,2.2,15,2
2019,4.49,15,1
2019,1.39,15,1
2019,6.32,15,4
2020,3.83,15,3
2020,3.4,15,2
2020,5.27,15,1
2020,2.56,15,1
2020,6.96,15,4
2021,3.18,15,3
2021,1.79,15,2
2021,3.83,15,1
2021,2.08,15,1
2021,6.96,15,4
2022,2.77,15,3
2022,1.1,15,2
2022,3.71,15,1
2022,1.1,15,1
2022,5.61,15,4
2023,3.64,15,3
2023,1.1,15,2
2023,3.61,15,1
2023,0.69,15,1
2023,6.79,15,4
2024,3.33,15,3
2024,2.3,15,2
2024,4.09,15,1
2024,1.1,15,1
2024,7.31,15,4
2025,3.83,15,3
2025,3.09,15,2
2025,4.91,15,1
2025,1.61,15,1
2025,8.85,15,4
2001,0.69,16,3
2001,6.54,16,2
2001,7.14,16,1
2001,7.8,16,1
2001,1.39,16,4
2002,0.69,16,3
2002,6.31,16,2
2002,7.07,16,1
2002,7.62,16,1
2002,0,16,4
2003,1.1,16,3
2003,5.41,16,2
2003,6.47,16,1
2003,7.02,16,1
2003,0,16,4
2004,1.39,16,3
2004,6.58,16,2
2004,7.36,16,1
2004,7.47,16,1
2004,1.39,16,4
2005,0.69,16,3
2005,6.08,16,2
2005,6.79,16,1
2005,7.5,16,1
2005,0.69,16,4
2006,0,16,3
2006,6.5,16,2
2006,7.88,16,1
2006,8.08,16,1
2006,0.69,16,4
2007,0,16,3
2007,6.42,16,2
2007,7.42,16,1
2007,7.29,16,1
2007,3.04,16,4
2008,0,16,3
2008,6.25,16,2
2008,7.54,16,1
2008,7.54,16,1
2008,2.08,16,4
2009,0,16,3
2009,6.44,16,2
2009,7.66,16,1
2009,7.88,16,1
2010,0,16,3
2010,6.46,16,2
2010,7.51,16,1
2010,7.48,16,1
2010,1.39,16,4
2011,0,16,3
2011,6.37,16,2
2011,7.37,16,1
2011,7.47,16,1
2011,1.79,16,4
2012,1.1,16,3
2012,6.34,16,2
2012,7.27,16,1
2012,8.08,16,1
2013,0,16,3
2013,5.79,16,2
2013,6.6,16,1
2013,8.49,16,1
2014,1.39,16,3
2014,6.64,16,2
2014,7,16,1
2014,9.22,16,1
2015,7.11,16,2
2015,6.98,16,1
2015,9.24,16,1
2016,1.39,16,3
2016,7.34,16,2
2016,7.41,16,1
2016,9.79,16,1
2017,2.83,16,3
2017,7.37,16,2
2017,7.74,16,1
2017,10.08,16,1
2018,1.1,16,3
2018,7.23,16,2
2018,7.55,16,1
2018,9.67,16,1
2018,1.39,16,4
2019,1.39,16,3
2019,7.06,16,2
2019,7.36,16,1
2019,9.87,16,1
2020,0,16,3
2020,7.16,16,2
2020,7.57,16,1
2020,9.81,16,1
2020,3.4,16,4
2021,2.48,16,3
2021,7.03,16,2
2021,7.78,16,1
2021,9.55,16,1
2021,2.56,16,4
2022,3.18,16,3
2022,6.82,16,2
2022,7.71,16,1
2022,9.27,16,1
2022,0,16,4
2023,3.74,16,3
2023,7.03,16,2
2023,7.69,16,1
2023,9.55,16,1
2023,4.99,16,4
2024,4.01,16,3
2024,6.6,16,2
2024,7.49,16,1
2024,9.48,16,1
2024,3.97,16,4
2025,3.43,16,3
2025,6.52,16,2
2025,7.3,16,1
2025,9.3,16,1
