"year","tc_loss_ha_log","country.id","driver.id"
2024,8.69,6,1
2024,7.89,6,1
2024,9.4,6,4
2025,3.26,6,3
2025,4.62,6,2
2025,8.15,6,1
2025,6.05,6,1
2025,7.09,6,4
2002,0,7,1
2005,0,7,1
2006,0,7,1
2007,0,7,1
2009,0,7,1
2010,0,7,1
2011,0,7,1
2012,0,7,1
2013,0.69,7,1
2014,1.61,7,1
2016,2.56,7,1
2017,0.69,7,1
2018,0,7,1
2019,0.69,7,1
2020,0.69,7,1
2021,1.1,7,1
2022,0,7,1
2023,1.1,7,1
2002,0,8,3
2002,3.91,8,2
2002,2.08,8,1
2002,3.22,8,1
2002,0.69,8,4
2003,0,8,3
2003,2.56,8,2
2003,2.83,8,1
2003,2.89,8,1
2003,2.08,8,4
2004,2.77,8,3
2004,4.06,8,2
2004,3.89,8,1
2004,3.58,8,1
2004,3.53,8,4
2005,1.39,8,3
2005,4.28,8,2
2005,3.61,8,1
2005,3.4,8,1
2005,3.18,8,4
2006,1.39,8,3
2006,4.29,8,2
2006,3.26,8,1
2006,2.83,8,1
2006,3.5,8,4
2007,0.69,8,3
2007,3.83,8,2
2007,3.14,8,1
2007,2.64,8,1
2007,2.71,8,4
2008,1.39,8,3
2008,4.17,8,2
2008,3.74,8,1
2008,3.18,8,1
2008,3.71,8,4
2009,1.1,8,3
2009,4.57,8,2
2009,4.26,8,1
2009,2.89,8,1
2009,3.78,8,4
2010,2.08,8,3
2010,5.02,8,2
2010,4.81,8,1
2010,2.89,8,1
2010,4.74,8,4
2011,1.61,8,3
2011,3.66,8,2
2011,4.26,8,1
2011,3.04,8,1
2011,3.71,8,4
2012,1.39,8,3
2012,3.37,8,2
2012,4.57,8,1
2012,3.33,8,1
2012,1.79,8,4
2013,0.69,8,3
2013,3.18,8,2
2013,3.99,8,1
2013,2.48,8,1
2013,3,8,4
2014,0.69,8,3
2014,4.25,8,2
2014,4.68,8,1
2014,3.85,8,1
2014,2.2,8,4
2015,2.64,8,3
2015,3.61,8,2
2015,3.76,8,1
2015,3,8,1
2015,3.66,8,4
2016,2.89,8,3
2016,4.83,8,2
2016,4.51,8,1
2016,3.18,8,1
2016,4.33,8,4
2017,2.48,8,3
2017,4.73,8,2
2017,4.5,8,1
2017,3.66,8,1
2017,5.25,8,4
2018,1.95,8,3
2018,4.17,8,2
2018,3.69,8,1
2018,2.94,8,1
2018,4.78,8,4
2019,2.2,8,3
2019,4.03,8,2
2019,3.58,8,1
2019,2.48,8,1
2019,3.22,8,4
2020,3.76,8,3
2020,4.88,8,2
2020,3.87,8,1
2020,2.94,8,1
2020,2.56,8,4
2021,3.74,8,3
2021,4.14,8,2
2021,4.06,8,1
2021,3.61,8,1
2021,2.3,8,4
2022,3.99,8,3
2022,4.26,8,2
2022,4.34,8,1
2022,3.47,8,1
2022,1.79,8,4
2023,4.2,8,3
2023,5.05,8,2
2023,4.22,8,1
2023,3,8,1
2023,4.8,8,4
2024,3.83,8,3
2024,4.91,8,2
2024,3.91,8,1
2024,2.2,8,1
2024,3.4,8,4
2025,2.94,8,3
2025,5.67,8,2
2025,4.55,8,1
2025,3.22,8,1
2025,5.62,8,4
2002,4.32,9,3
2002,6.41,9,2
2002,10.94,9,1
2002,8.32,9,1
2002,8.58,9,4
2003,4.32,9,3
2003,6.29,9,2
2003,11.11,9,1
2003,8.22,9,1
2003,7.95,9,4
2004,4.83,9,3
2004,6.6,9,2
2004,11.25,9,1
2004,8.48,9,1
2004,9.11,9,4
2005,4.58,9,3
2005,7.44,9,2
2005,11.58,9,1
2005,8.57,9,1
2005,9.64,9,4
2006,4.96,9,3
2006,7.1,9,2
2006,11.49,9,1
2006,8.3,9,1
2006,9.17,9,4
2007,5.45,9,3
2007,7.13,9,2
2007,11.41,9,1
2007,8.35,9,1
2007,9.39,9,4
2008,5.74,9,3
2008,7.36,9,2
2008,11.93,9,1
2008,8.58,9,1
2008,9.56,9,4
2009,5.35,9,3
2009,7.14,9,2
2009,11.35,9,1
2009,8.63,9,1
2009,9.21,9,4
2010,5.82,9,3
2010,7.74,9,2
2010,11.89,9,1
2010,8.5,9,1
2010,11.33,9,4
2011,5.24,9,3
2011,7.13,9,2
2011,11.54,9,1
2011,8.56,9,1
2011,10.54,9,4
2012,5.24,9,3
2012,7.31,9,2
2012,11.6,9,1
2012,8.13,9,1
2012,10.01,9,4
2013,4.73,9,3
2013,7.33,9,2
2013,11.1,9,1
2013,8.09,9,1
2013,8.84,9,4
2014,5.64,9,3
2014,8.26,9,2
2014,11.4,9,1
2014,8.45,9,1
2014,9.71,9,4
2015,5.42,9,3
2015,7.25,9,2
2015,11.12,9,1
2015,7.55,9,1
2015,8.63,9,4
2016,5.37,9,3
2016,7.58,9,2
2016,12.16,9,1
2016,8.21,9,1
2016,10.59,9,4
2017,5.93,9,3
2017,7.99,9,2
2017,12.22,9,1
2017,8.68,9,1
2017,10.68,9,4
2018,5.79,9,3
2018,7.73,9,2
2018,11.81,9,1
2018,8,9,1
2018,9.01,9,4
2019,6.32,9,3
2019,7.95,9,2
2019,12.01,9,1
2019,8.53,9,1
2019,11.52,9,4
2020,6.02,9,3
2020,7.64,9,2
2020,11.74,9,1
2020,8.57,9,1
2020,11.8,9,4
2021,6.07,9,3
2021,7.87,9,2
2021,11.97,9,1
2021,8.37,9,1
2021,11.66,9,4
2022,6.25,9,3
2022,8.25,9,2
2022,12.33,9,1
2022,8.64,9,1
2022,11.83,9,4
2023,6.09,9,3
2023,8.02,9,2
2023,12.11,9,1
2023,8.81,9,1
2023,12.56,9,4
2024,6.97,9,3
2024,9.04,9,2
2024,12.16,9,1
2024,8.92,9,1
2024,14.04,9,4
2025,6.75,9,3
2025,8.54,9,2
2025,11.79,9,1
2025,8.75,9,1
2025,13.05,9,4
2003,1.1,10,1
2006,0.69,10,1
2007,0,10,1
2020,1.1,10,1
2002,7.88,11,3
2002,9.86,11,2
2002,14.25,11,1
2002,10.19,11,1
2002,10.08,11,4
2003,7.77,11,3
2003,9.86,11,2
2003,14.21,11,1
2003,9.99,11,1
2003,10.27,11,4
2004,7.98,11,3
2004,10.5,11,2
2004,14.46,11,1
2004,10.27,11,1
2004,10.45,11,4
2005,8.05,11,3
2005,10.39,11,2
2005,14.36,11,1
2005,10.16,11,1
2005,10.45,11,4
2006,7.95,11,3
2006,10,11,2
2006,14.08,11,1
2006,10.22,11,1
2006,10.71,11,4
2007,8.52,11,3
2007,9.88,11,2
2007,13.84,11,1
2007,10.11,11,1
2007,11.01,11,4
2008,8.56,11,3
2008,9.69,11,2
2008,13.78,11,1
2008,10.19,11,1
2008,10.71,11,4
2009,8.41,11,3
2009,9.17,11,2
2009,13.32,11,1
2009,10.41,11,1
2009,10.23,11,4
2010,8.42,11,3
2010,9.51,11,2
2010,13.76,11,1
2010,10.23,11,1
2010,11.81,11,4
2011,8.62,11,3
2011,9.23,11,2
2011,13.4,11,1
2011,9.72,11,1
2011,11.28,11,4
2012,9.14,11,3
2012,9.81,11,2
2012,13.74,11,1
2012,10.06,11,1
2012,11.53,11,4
2013,8.79,11,3
2013,9.58,11,2
2013,13.15,11,1
2013,10.41,11,1
2013,10.71,11,4
2014,9.52,11,3
2014,9.96,11,2
2014,13.56,11,1
2014,10.33,11,1
2014,10.92,11,4
2015,9.54,11,3
2015,9.65,11,2
2015,13.43,11,1
2015,9.9,11,1
2015,11.24,11,4
2016,9.76,11,3
2016,10.31,11,2
2016,14.15,11,1
2016,11.21,11,1
2016,14.01,11,4
2017,10.14,11,3
2017,10.57,11,2
2017,14.03,11,1
2017,10.79,11,1
2017,13.49,11,4
2018,9.77,11,3
2018,10.21,11,2
2018,13.83,11,1
2018,10.51,11,1
2018,12.33,11,4
2019,9.94,11,3
2019,10.22,11,2
2019,13.87,11,1
2019,10.33,11,1
2019,12.18,11,4
2020,9.76,11,3
2020,10.29,11,2
2020,13.88,11,1
2020,10.49,11,1
2020,13.15,11,4
2021,9.73,11,3
2021,10.24,11,2
2021,13.98,11,1
2021,10.15,11,1
2021,12.53,11,4
2022,9.82,11,3
2022,10.48,11,2
2022,14.12,11,1
2022,10.21,11,1
2022,12.65,11,4
2023,9.8,11,3
2023,10.18,11,2
2023,13.52,11,1
2023,10.6,11,1
2023,12.52,11,4
2024,10.01,11,3
2024,10.52,11,2
2024,13.76,11,1
2024,10.62,11,1
2024,14.37,11,4
2025,9.61,11,3
2025,10.51,11,2
2025,13.21,11,1
2025,10.28,11,1
2025,13.78,11,4
2005,0,12,1
2010,0,12,1
2012,0,12,1
2017,4.23,12,1
2018,0,12,1
2002,1.39,13,3
2002,5.28,13,2
2002,4.8,13,1
2002,2.08,13,1
2002,0.69,13,4
2003,1.79,13,3
2003,5.13,13,2
2003,4.67,13,1
2003,1.79,13,1
2003,0.69,13,4
2004,2.4,13,3
2004,5.33,13,2
2004,5.22,13,1
2004,2.08,13,1
2004,3.64,13,4
2005,2.4,13,3
2005,5.65,13,2
2005,4.91,13,1
2005,2.48,13,1
2005,3.18,13,4
2006,2.64,13,3
2006,5.19,13,2
2006,5.19,13,1
2006,2.2,13,1
2006,3.43,13,4
2007,3.56,13,3
2007,5.82,13,2
2007,4.98,13,1
2007,2.83,13,1
2007,3.71,13,4
2008,4.36,13,3
2008,5.95,13,2
2008,4.78,13,1
2008,2.3,13,1
2008,4.55,13,4
2009,4.38,13,3
2009,6.52,13,2
2009,5.36,13,1
2009,3,13,1
2009,4.08,13,4
2010,3.71,13,3
2010,5.45,13,2
2010,4.93,13,1
2010,2.2,13,1
2010,2.64,13,4
2011,5.32,13,3
2011,6.46,13,2
2011,6.2,13,1
2011,1.95,13,1
2011,3.5,13,4
2012,5.15,13,3
2012,6.3,13,2
2012,5.52,13,1
2012,2.4,13,1
2012,1.39,13,4
2013,5.38,13,3
2013,5.59,13,2
2013,4.58,13,1
2013,1.1,13,1
2013,1.39,13,4
2014,5.73,13,3
2014,6.65,13,2
2014,5.28,13,1
2014,2.4,13,1
2014,1.95,13,4
2015,4.92,13,3
2015,6.22,13,2
2015,4.44,13,1
2015,0.69,13,1
2015,2.56,13,4
2016,4.63,13,3
2016,6.05,13,2
2016,5.31,13,1
2016,0.69,13,1
2016,5.7,13,4
2017,3.66,13,3
2017,5.88,13,2
2017,4.49,13,1
2017,0.69,13,1
2017,1.1,13,4
2018,2.94,13,3
2018,5.87,13,2
2018,3.97,13,1
2018,1.1,13,1
2018,0,13,4
2019,4.08,13,3
2019,5.63,13,2
2019,4.39,13,1
2019,0.69,13,1
2019,1.1,13,4
2020,4.77,13,3
2020,5.63,13,2
2020,4.58,13,1
2020,1.39,13,1
2020,2.56,13,4
2021,4.5,13,3
2021,5.48,13,2
2021,4.89,13,1
2021,1.39,13,1
2021,2.48,13,4
2022,4.78,13,3
2022,5.78,13,2
2022,3.93,13,1
2022,2.3,13,1
2022,1.79,13,4
2023,4.19,13,3
2023,5.71,13,2
2023,3.93,13,1
2023,1.39,13,1
2023,3.95,13,4
2024,2.77,13,3
2024,5.62,13,2
2024,3.76,13,1
2024,0.69,13,1
2024,3.71,13,4
2025,2.71,13,3
2025,5.72,13,2
2025,3.09,13,1
2025,0,13,1
2025,3.66,13,4
2002,1.39,14,1
2002,0,14,1
2003,1.95,14,2
2003,3.47,14,1
2003,1.79,14,1
2003,0,14,4
2004,0.69,14,1
2004,0.69,14,1
2005,1.61,14,2
2005,2.08,14,1
2005,0,14,1
2005,0.69,14,4
2006,0.69,14,2
2006,1.61,14,1
2006,0,14,1
2006,0,14,4
2007,0.69,14,2
2007,2.3,14,1
2007,0.69,14,1
2007,0,14,4
2008,1.39,14,2
2008,2.08,14,1
2008,0.69,14,1
2008,0,14,4
2009,0,14,2
2009,2.4,14,1
2009,0,14,1
2010,0.69,14,2
2010,1.95,14,1
2010,0.69,14,1
2011,1.39,14,2
2011,1.39,14,1
2011,0,14,1
2011,0,14,4
2012,0,14,2
2012,1.39,14,1
2012,0,14,1
2013,1.79,14,1
2013,1.39,14,1
2014,2.08,14,2
2014,3.04,14,1
2014,1.79,14,1
2014,0,14,4
2015,1.39,14,2
2015,2.2,14,1
2015,1.39,14,4
2016,1.95,14,2
2016,2.64,14,1
2016,1.79,14,1
2017,1.95,14,2
2017,1.61,14,1
2017,0,14,1
2017,1.39,14,4
2018,1.61,14,2
2018,3,14,1
2018,1.61,14,1
2018,0,14,4
2019,0,14,2
2019,2.48,14,1
2019,0,14,1
2019,0,14,4
2020,1.39,14,2
2020,2.83,14,1
2020,1.39,14,1
2020,0.69,14,4
2021,0.69,14,2
2021,2.3,14,1
2021,0.69,14,1
2021,0.69,14,4
2022,1.39,14,1
2022,0,14,1
2022,0.69,14,4
2023,1.1,14,2
2023,1.95,14,1
2023,0,14,1
2024,1.39,14,2
2024,1.79,14,1
2024,0.69,14,1
2025,1.39,14,2
2025,2.64,14,1
2025,0.69,14,1
2002,4.44,15,3
2002,4.56,15,2
2002,9.8,15,1
2002,5.84,15,1
2002,2.2,15,4
2003,4.68,15,3
2003,4.33,15,2
2003,10.06,15,1
2003,5.99,15,1
2003,2.3,15,4
2004,4.69,15,3
2004,5.06,15,2
2004,10.67,15,1
2004,6.34,15,1
2004,2.08,15,4
2005,6.05,15,3
2005,5.91,15,2
2005,10.43,15,1
2005,6.92,15,1
2005,2.3,15,4
2006,6.35,15,3
2006,6.28,15,2
2006,10.62,15,1
2006,6.49,15,1
2006,2.83,15,4
2007,6.19,15,3
2007,5.62,15,2
2007,10.43,15,1
2007,6.46,15,1
2007,3.87,15,4
2008,5.1,15,3
2008,5.35,15,2
2008,10.78,15,1
2008,5.87,15,1
2008,2.71,15,4
2009,6.61,15,3
2009,6.54,15,2
2009,11.04,15,1
2009,6.65,15,1
2009,4.2,15,4
2010,7.36,15,3
2010,7.41,15,2
2010,11.7,15,1
2010,7.04,15,1
2010,3.14,15,4
2011,6.99,15,3
2011,6.6,15,2
2011,11.71,15,1
2011,6.17,15,1
2011,2.2,15,4
2012,7.46,15,3
2012,7.03,15,2
2012,11.62,15,1
2012,6.32,15,1
2012,4.8,15,4
2013,6.6,15,3
2013,6.76,15,2
2013,11.7,15,1
2013,6.2,15,1
2013,3.26,15,4
2014,5.99,15,3
2014,6.64,15,2
2014,11.38,15,1
2014,6.06,15,1
2014,2.77,15,4
2015,5.46,15,3
2015,6.71,15,2
2015,11.14,15,1
2015,5.83,15,1
2015,1.61,15,4
2016,6.77,15,3
2016,7.24,15,2
2016,11.4,15,1
2016,7.37,15,1
2016,5.11,15,4
2017,6.24,15,3
2017,6.95,15,2
2017,10.82,15,1
2017,6.78,15,1
2017,4.92,15,4
2018,6.6,15,3
2018,6.11,15,2
2018,10.69,15,1
2018,5.68,15,1
2018,3,15,4
2019,7.04,15,3
2019,7.05,15,2
2019,10.99,15,1
2019,6.81,15,1
2019,3.56,15,4
2020,6.7,15,3
2020,7.08,15,2
2020,10.98,15,1
2020,7.19,15,1
2020,3.74,15,4
2021,6.68,15,3
2021,6.83,15,2
2021,11.01,15,1
2021,7.29,15,1
2021,4.01,15,4
2022,7.01,15,3
2022,7.14,15,2
2022,10.64,15,1
2022,6.61,15,1
2022,4.95,15,4
2023,7.11,15,3
2023,7.38,15,2
2023,10.69,15,1
2023,7.11,15,1
2023,5.3,15,4
2024,7.33,15,3
2024,7.28,15,2
2024,10.38,15,1
2024,7.14,15,1
2024,4.72,15,4
2025,7.12,15,3
2025,7.9,15,2
2025,9.77,15,1
2025,7.1,15,1
2025,5.48,15,4
2002,3.99,16,3
2002,6.65,16,2
2002,8.24,16,1
2002,8.65,16,1
2002,2.77,16,4
2003,3.93,16,3
2003,6.15,16,2
2003,8.06,16,1
2003,8.7,16,1
2003,2.48,16,4
2004,3.85,16,3
2004,5.97,16,2
2004,8.16,16,1
2004,8.49,16,1
2004,2.2,16,4
2005,3.87,16,3
2005,6.63,16,2
2005,8.33,16,1
2005,8.66,16,1
2005,2.56,16,4
2006,4.16,16,3
2006,6.5,16,2
2006,8.65,16,1
2006,8.99,16,1
2006,3.09,16,4
2007,4.55,16,3
2007,6.59,16,2
2007,9.03,16,1
2007,9.08,16,1
2007,1.39,16,4
2008,4.43,16,3
2008,6.77,16,2
2008,8.43,16,1
2008,9.12,16,1
2008,2.08,16,4
2009,4.64,16,3
2009,8.47,16,2
2009,8.7,16,1
2009,8.94,16,1
2009,2.4,16,4
2010,4.45,16,3
2010,7.11,16,2
2010,9.67,16,1
2010,9.06,16,1
2010,3.04,16,4
2011,4.81,16,3
2011,6.36,16,2
2011,8.71,16,1
2011,8.75,16,1
2011,1.39,16,4
2012,5.42,16,3
2012,6.92,16,2
2012,9.41,16,1
2012,9.34,16,1
2012,2.3,16,4
2013,5.92,16,3
2013,8.37,16,2
2013,9.67,16,1
2013,9.95,16,1
2013,2.2,16,4
2014,6.99,16,3
2014,9.06,16,2
2014,10.02,16,1
2014,10.9,16,1
2014,2.4,16,4
2015,6.6,16,3
2015,7.96,16,2
2015,9.77,16,1
2015,9.87,16,1
2015,2.08,16,4
2016,7.98,16,3
2016,8.39,16,2
2016,9.81,16,1
2016,10.37,16,1
2016,5.84,16,4
2017,8.29,16,3
2017,8.69,16,2
2017,10.51,16,1
2017,10.65,16,1
2017,3.99,16,4
2018,7.09,16,3
2018,8.39,16,2
2018,9.89,16,1
2018,10.37,16,1
2018,3.37,16,4
2019,7.14,16,3
2019,8.5,16,2
2019,9.85,16,1
