"year","tc_loss_ha_log","subnational.id","country.id","driver.id"
2007,3.18,132,11,1
2007,0.69,132,11,4
2008,0.69,132,11,3
2008,1.95,132,11,2
2008,2.3,132,11,1
2009,0.69,132,11,3
2009,3.22,132,11,2
2009,1.61,132,11,1
2010,0,132,11,2
2010,2.94,132,11,1
2011,2.08,132,11,3
2011,0,132,11,2
2011,2.08,132,11,1
2012,3.53,132,11,3
2012,0,132,11,2
2012,1.95,132,11,1
2012,0,132,11,4
2013,1.1,132,11,3
2013,0,132,11,2
2013,0.69,132,11,1
2014,1.95,132,11,3
2014,0.69,132,11,2
2014,1.1,132,11,1
2015,1.39,132,11,3
2015,0.69,132,11,2
2015,2.08,132,11,1
2015,0.69,132,11,1
2016,0.69,132,11,3
2016,0,132,11,2
2016,1.39,132,11,1
2017,1.95,132,11,3
2017,1.1,132,11,1
2018,1.79,132,11,3
2018,0,132,11,2
2018,1.61,132,11,1
2019,0,132,11,3
2019,2.08,132,11,1
2019,0,132,11,4
2020,0,132,11,3
2020,1.1,132,11,2
2020,2.48,132,11,1
2021,1.61,132,11,3
2021,0,132,11,2
2021,2.89,132,11,1
2022,1.61,132,11,3
2022,1.61,132,11,1
2023,1.61,132,11,3
2023,1.95,132,11,1
2024,0,132,11,3
2024,1.39,132,11,2
2024,1.39,132,11,1
2024,0,132,11,4
2025,0.69,132,11,1
2002,3.81,1027,11,2
2002,3.69,1027,11,1
2002,0.69,1027,11,1
2003,0,1027,11,3
2003,2.08,1027,11,2
2003,3.69,1027,11,1
2003,0,1027,11,1
2003,0,1027,11,4
2004,0,1027,11,3
2004,1.79,1027,11,2
2004,3.93,1027,11,1
2004,1.1,1027,11,1
2004,1.61,1027,11,4
2005,2.2,1027,11,2
2005,3.66,1027,11,1
2006,2.77,1027,11,2
2006,2.89,1027,11,1
2006,0.69,1027,11,1
2006,0,1027,11,4
2007,2.71,1027,11,2
2007,1.61,1027,11,1
2007,1.61,1027,11,1
2008,0,1027,11,3
2008,2.77,1027,11,2
2008,3.22,1027,11,1
2008,1.61,1027,11,1
2008,0,1027,11,4
2009,0,1027,11,3
2009,3.18,1027,11,2
2009,3.5,1027,11,1
2009,2.2,1027,11,1
2010,0.69,1027,11,3
2010,3.22,1027,11,2
2010,2.4,1027,11,1
2010,1.95,1027,11,1
2010,0,1027,11,4
2011,3.97,1027,11,2
2011,3,1027,11,1
2011,0,1027,11,4
2012,0,1027,11,3
2012,4.28,1027,11,2
2012,3.64,1027,11,1
2012,0.69,1027,11,1
2013,3.66,1027,11,2
2013,1.95,1027,11,1
2014,4.84,1027,11,2
2014,3.26,1027,11,1
2014,0.69,1027,11,1
2015,2.48,1027,11,3
2015,5.24,1027,11,2
2015,1.1,1027,11,1
2016,2.08,1027,11,3
2016,4.84,1027,11,2
2016,2.89,1027,11,1
2016,0,1027,11,1
2017,0.69,1027,11,3
2017,5.39,1027,11,2
2017,3.22,1027,11,1
2018,0,1027,11,3
2018,4.25,1027,11,2
2018,2.2,1027,11,1
2019,0,1027,11,3
2019,3.66,1027,11,2
2019,2.71,1027,11,1
2020,0,1027,11,3
2020,3.4,1027,11,2
2020,3.18,1027,11,1
2020,0,1027,11,1
2021,3.14,1027,11,2
2021,3.22,1027,11,1
2021,1.1,1027,11,1
2022,2.89,1027,11,3
2022,3.83,1027,11,2
2022,2.08,1027,11,1
2022,1.61,1027,11,1
2023,1.61,1027,11,3
2023,3.53,1027,11,2
2023,2.56,1027,11,1
2023,0.69,1027,11,1
2024,1.39,1027,11,3
2024,3.26,1027,11,2
2024,1.79,1027,11,1
2025,0.69,1027,11,3
2025,2.2,1027,11,2
2025,1.1,1027,11,1
2002,1.1,1064,11,3
2002,2.94,1064,11,2
2002,3.53,1064,11,1
2002,0.69,1064,11,1
2003,1.61,1064,11,3
2003,2.48,1064,11,2
2003,2.08,1064,11,1
2003,0,1064,11,4
2004,2.08,1064,11,3
2004,3.99,1064,11,2
2004,4.04,1064,11,1
2004,1.61,1064,11,1
2004,1.1,1064,11,4
2005,2.2,1064,11,3
2005,2.89,1064,11,2
2005,3.09,1064,11,1
2005,1.79,1064,11,1
2005,0.69,1064,11,4
2006,2.3,1064,11,3
2006,3.71,1064,11,2
2006,3.89,1064,11,1
2006,0.69,1064,11,1
2006,0,1064,11,4
2007,3.33,1064,11,3
2007,3.58,1064,11,2
2007,3.71,1064,11,1
2007,1.39,1064,11,1
2007,0.69,1064,11,4
2008,1.95,1064,11,3
2008,3.69,1064,11,2
2008,3.5,1064,11,1
2008,0.69,1064,11,1
2008,1.1,1064,11,4
2009,3.26,1064,11,3
2009,4.93,1064,11,2
2009,4.06,1064,11,1
2009,1.61,1064,11,1
2009,0.69,1064,11,4
2010,2.4,1064,11,3
2010,3.81,1064,11,2
2010,3.58,1064,11,1
2010,0.69,1064,11,1
2011,4.66,1064,11,3
2011,2.4,1064,11,2
2011,4.99,1064,11,1
2011,1.39,1064,11,1
2011,0,1064,11,4
2012,4.74,1064,11,3
2012,4.36,1064,11,2
2012,4.45,1064,11,1
2012,1.1,1064,11,1
2012,0,1064,11,4
2013,5.04,1064,11,3
2013,4.55,1064,11,2
2013,2.48,1064,11,1
2013,1.39,1064,11,4
2014,5.14,1064,11,3
2014,5.78,1064,11,2
2014,3.71,1064,11,1
2014,1.1,1064,11,1
2014,0.69,1064,11,4
2015,4.17,1064,11,3
2015,3.91,1064,11,2
2015,2.89,1064,11,1
2015,0,1064,11,1
2015,0,1064,11,4
2016,3.93,1064,11,3
2016,3.69,1064,11,2
2016,4.82,1064,11,1
2016,0.69,1064,11,1
2017,3.3,1064,11,3
2017,3.37,1064,11,2
2017,3.09,1064,11,1
2018,2.3,1064,11,3
2018,4.01,1064,11,2
2018,2.08,1064,11,1
2018,1.1,1064,11,1
2019,1.61,1064,11,3
2019,3.78,1064,11,2
2019,2.64,1064,11,1
2019,0.69,1064,11,1
2019,0,1064,11,4
2020,2.48,1064,11,3
2020,3.99,1064,11,2
2020,3.26,1064,11,1
2020,0.69,1064,11,1
2020,0,1064,11,4
2021,1.39,1064,11,3
2021,4.06,1064,11,2
2021,2.56,1064,11,1
2021,0,1064,11,1
2021,2.48,1064,11,4
2022,2.4,1064,11,3
2022,4.55,1064,11,2
2022,2.89,1064,11,1
2022,1.1,1064,11,1
2022,0.69,1064,11,4
2023,2.48,1064,11,3
2023,4.72,1064,11,2
2023,2.77,1064,11,1
2023,1.1,1064,11,1
2023,0,1064,11,4
2024,1.95,1064,11,3
2024,3.58,1064,11,2
2024,2.3,1064,11,1
2024,0.69,1064,11,1
2024,2.3,1064,11,4
2025,2.48,1064,11,3
2025,3.95,1064,11,2
2025,2.2,1064,11,1
2025,0,1064,11,1
2025,3.56,1064,11,4
2002,0,133,12,1
2003,0.69,133,12,1
2003,1.1,133,12,1
2003,0,133,12,4
2004,0,133,12,1
2005,0,133,12,2
2005,1.39,133,12,1
2005,0,133,12,1
2005,0,133,12,4
2006,1.1,133,12,1
2006,0,133,12,1
2007,1.39,133,12,1
2007,0,133,12,1
2008,0.69,133,12,1
2008,0,133,12,1
2009,0,133,12,1
2009,0,133,12,1
2010,0,133,12,2
2010,0.69,133,12,1
2011,0.69,133,12,1
2012,1.1,133,12,1
2013,0,133,12,1
2014,1.95,133,12,1
2015,0.69,133,12,1
2016,1.1,133,12,2
2016,1.1,133,12,1
2017,0,133,12,2
2017,0,133,12,1
2017,1.1,133,12,4
2018,0,133,12,2
2018,2.4,133,12,1
2018,0,133,12,4
2019,0.69,133,12,1
2019,0,133,12,4
2020,1.1,133,12,1
2020,0,133,12,1
2021,0,133,12,2
2021,0.69,133,12,1
2021,0,133,12,4
2022,0,133,12,1
2023,0.69,133,12,1
2025,0,133,12,2
2025,1.1,133,12,1
2002,0,142,12,1
2003,0,142,12,1
2004,0,142,12,1
2005,0,142,12,1
2007,0,142,12,1
2009,0,142,12,1
2010,0,142,12,1
2011,0,142,12,1
2012,0,142,12,1
2013,0,142,12,1
2014,0.69,142,12,1
2015,0.69,142,12,1
2015,1.39,142,12,4
2018,0,142,12,1
2019,0,142,12,1
2002,0.69,214,12,1
2002,0,214,12,1
2003,3.26,214,12,1
2003,1.39,214,12,1
2004,0.69,214,12,1
2004,0.69,214,12,1
2005,1.1,214,12,1
2005,0,214,12,1
2006,1.1,214,12,1
2007,1.1,214,12,1
2007,0.69,214,12,1
2008,1.39,214,12,1
2008,0,214,12,1
2009,1.1,214,12,1
2009,0,214,12,1
2010,1.1,214,12,1
2010,0,214,12,1
2011,0.69,214,12,1
2011,0,214,12,1
2012,0.69,214,12,1
2012,0,214,12,1
2013,1.39,214,12,1
2013,1.39,214,12,1
2014,1.79,214,12,1
2014,1.79,214,12,1
2015,1.39,214,12,1
2016,1.39,214,12,1
2016,1.79,214,12,1
2017,1.1,214,12,1
2017,0,214,12,1
2018,1.39,214,12,1
2018,1.61,214,12,1
2019,1.39,214,12,1
2019,0,214,12,1
2020,2.08,214,12,1
2020,1.39,214,12,1
2021,1.79,214,12,1
2021,0.69,214,12,1
2022,1.1,214,12,1
2022,0,214,12,1
2023,1.39,214,12,1
2023,0,214,12,1
2024,1.61,214,12,1
2024,0.69,214,12,1
2025,1.79,214,12,1
2025,0.69,214,12,1
2002,0.69,443,12,1
2003,1.39,443,12,1
2005,0.69,443,12,1
2006,0,443,12,1
2007,1.39,443,12,1
2007,0,443,12,4
2008,1.1,443,12,1
2009,0,443,12,2
2009,2.2,443,12,1
2010,0,443,12,2
2010,1.1,443,12,1
2011,0,443,12,1
2012,0,443,12,1
2013,0,443,12,1
2014,2.2,443,12,1
2015,1.1,443,12,1
2016,0.69,443,12,1
2018,1.61,443,12,1
2019,1.1,443,12,1
2020,1.39,443,12,1
2021,0.69,443,12,1
2021,0,443,12,4
2022,1.1,443,12,1
2023,0.69,443,12,1
2024,1.1,443,12,1
2025,1.1,443,12,1
2003,1.95,656,12,2
2003,1.1,656,12,1
2004,0,656,12,1
2005,1.61,656,12,2
2005,0.69,656,12,1
2005,0.69,656,12,4
2006,0.69,656,12,2
2006,0,656,12,1
2006,0,656,12,4
2007,0.69,656,12,2
2007,0.69,656,12,1
2008,1.39,656,12,2
2008,0.69,656,12,1
2008,0,656,12,4
2009,0,656,12,2
2009,0,656,12,1
2010,0.69,656,12,2
2010,0.69,656,12,1
2010,0,656,12,1
2011,1.39,656,12,2
2011,0,656,12,1
2011,0,656,12,4
2012,0,656,12,2
2012,0.69,656,12,1
2013,0.69,656,12,1
2014,2.08,656,12,2
2014,0.69,656,12,1
2014,0,656,12,4
2015,1.39,656,12,2
2015,0.69,656,12,1
2016,1.61,656,12,2
2016,2.08,656,12,1
2017,1.95,656,12,2
2017,0.69,656,12,1
2017,0,656,12,4
2018,1.61,656,12,2
2018,1.1,656,12,1
2018,0,656,12,1
2018,0,656,12,4
2019,0,656,12,2
2019,1.79,656,12,1
2019,0,656,12,4
2020,1.39,656,12,2
2020,1.39,656,12,1
2020,0.69,656,12,4
2021,0.69,656,12,2
2021,1.1,656,12,1
2021,0,656,12,1
2021,0.69,656,12,4
2022,0.69,656,12,4
2023,1.1,656,12,2
2023,0,656,12,1
2024,1.39,656,12,2
2025,1.39,656,12,2
2025,1.61,656,12,1
2002,0,94,13,2
2002,8.35,94,13,1
2002,0.69,94,13,1
2003,0.69,94,13,2
2003,8.61,94,13,1
2003,1.39,94,13,1
2004,2.64,94,13,2
2004,8.45,94,13,1
2004,3.3,94,13,1
2005,0,94,13,3
2005,0.69,94,13,2
2005,8.03,94,13,1
2005,3.69,94,13,1
2006,0,94,13,3
2006,2.3,94,13,2
2006,7.6,94,13,1
2006,3.58,94,13,1
2006,0,94,13,4
2007,1.39,94,13,2
2007,7.5,94,13,1
2007,1.95,94,13,1
2008,0,94,13,3
2008,0,94,13,2
2008,7.71,94,13,1
2008,2.3,94,13,1
2009,1.61,94,13,2
2009,8.42,94,13,1
2009,3.71,94,13,1
2009,1.1,94,13,4
2010,0.69,94,13,3
2010,1.39,94,13,2
2010,9.41,94,13,1
2010,3.64,94,13,1
2010,0,94,13,4
2011,3.18,94,13,2
2011,7.87,94,13,1
2011,4.23,94,13,1
2012,0,94,13,3
2012,2.08,94,13,2
2012,8.77,94,13,1
2012,3.5,94,13,1
2013,0.69,94,13,3
2013,2.3,94,13,2
2013,7.09,94,13,1
2013,3.53,94,13,1
2014,2.2,94,13,2
2014,7.17,94,13,1
2014,3.64,94,13,1
2015,6.87,94,13,1
2015,2.83,94,13,1
2016,0.69,94,13,3
2016,1.1,94,13,2
2016,7.26,94,13,1
2016,4.13,94,13,1
2017,0,94,13,3
2017,1.1,94,13,2
2017,6.23,94,13,1
2017,4.13,94,13,1
2018,0,94,13,2
2018,5.98,94,13,1
2018,3,94,13,1
2019,2.48,94,13,3
2019,1.1,94,13,2
2019,6.64,94,13,1
2019,4.72,94,13,1
2020,1.95,94,13,3
2020,0.69,94,13,2
2020,7.01,94,13,1
2020,5.04,94,13,1
2021,1.79,94,13,3
2021,3.4,94,13,2
2021,7,94,13,1
2021,5.31,94,13,1
2022,2.71,94,13,3
2022,1.61,94,13,2
2022,6.06,94,13,1
2022,3.56,94,13,1
2023,3.47,94,13,3
2023,0,94,13,2
2023,6.87,94,13,1
2023,5.39,94,13,1
2024,0.69,94,13,3
2024,1.95,94,13,2
2024,6.57,94,13,1
2024,4.6,94,13,1
2025,0.69,94,13,3
2025,5.4,94,13,1
2025,3.5,94,13,1
2002,6.39,79,13,1
2003,0,79,13,2
2003,5.83,79,13,1
2003,1.1,79,13,1
2004,0,79,13,2
2004,6.47,79,13,1
2004,1.61,79,13,1
2005,6.42,79,13,1
2006,4.42,79,13,1
2006,1.1,79,13,1
2007,4.14,79,13,1
2008,4.61,79,13,1
2009,4.86,79,13,1
2009,0,79,13,1
2010,0.69,79,13,2
2010,6.85,79,13,1
2010,0.69,79,13,1
2011,3.71,79,13,1
2012,0,79,13,2
2012,4.01,79,13,1
2012,1.1,79,13,1
2013,3.81,79,13,1
2014,4.44,79,13,1
2014,0,79,13,1
2015,3.26,79,13,1
2015,1.39,79,13,1
2016,3.66,79,13,1
2016,0.69,79,13,1
2017,2.64,79,13,1
2017,1.61,79,13,1
2018,2.08,79,13,1
2018,2.83,79,13,1
2019,4.42,79,13,1
2019,3.61,79,13,1
2020,0,79,13,2
2020,3.78,79,13,1
2020,0,79,13,1
2021,1.79,79,13,1
2022,0.69,79,13,1
2023,0.69,79,13,1
2024,2.2,79,13,1
2025,1.1,79,13,1
2002,4.23,432,13,3
2002,4.01,432,13,2
2002,6.84,432,13,1
2002,4.51,432,13,1
2002,1.1,432,13,4
2003,4.19,432,13,3
2003,2.64,432,13,2
2003,6.64,432,13,1
2003,4.75,432,13,1
2003,1.39,432,13,4
2004,3.89,432,13,3
2004,2.71,432,13,2
2004,7.32,432,13,1
2004,5.12,432,13,1
2004,1.1,432,13,4
2005,4.29,432,13,3
2005,3.14,432,13,2
2005,7.39,432,13,1
2005,5.69,432,13,1
2005,1.39,432,13,4
2006,5.39,432,13,3
2006,4.82,432,13,2
2006,7.67,432,13,1
2006,4.87,432,13,1
2006,2.48,432,13,4
2007,5.16,432,13,3
2007,3.78,432,13,2
2007,7.9,432,13,1
2007,5.2,432,13,1
2007,2.71,432,13,4
2008,3.85,432,13,3
2008,3.37,432,13,2
2008,6.86,432,13,1
2008,4.74,432,13,1
2008,2.3,432,13,4
2009,6.12,432,13,3
2009,5.97,432,13,2
2009,8.22,432,13,1
2009,5.67,432,13,1
2009,3.78,432,13,4
2010,6.53,432,13,3
2010,7.28,432,13,2
2010,8.09,432,13,1
2010,5.55,432,13,1
2010,2.08,432,13,4
2011,6.3,432,13,3
2011,6.1,432,13,2
2011,6.94,432,13,1
2011,3.85,432,13,1
2011,0.69,432,13,4
2012,7.19,432,13,3
2012,5.82,432,13,2
2012,8.26,432,13,1
2012,5.34,432,13,1
2012,2.3,432,13,4
2013,6.1,432,13,3
2013,4.93,432,13,2
2013,8.15,432,13,1
2013,4.75,432,13,1
2013,2.4,432,13,4
2014,5.42,432,13,3
2014,4.23,432,13,2
2014,8.06,432,13,1
2014,4.25,432,13,1
2014,1.95,432,13,4
2015,4.9,432,13,3
2015,4.81,432,13,2
2015,7.13,432,13,1
2015,3.97,432,13,1
2015,0.69,432,13,4
2016,5.13,432,13,3
2016,4.61,432,13,2
2016,7.34,432,13,1
2016,4.77,432,13,1
2016,4.41,432,13,4
2017,5,432,13,3
2017,4.03,432,13,2
2017,7.14,432,13,1
2017,3.97,432,13,1
2017,4.19,432,13,4
2018,4.36,432,13,3
2018,1.95,432,13,2
2018,7.38,432,13,1
2018,3.66,432,13,1
2018,1.39,432,13,4
2019,5.06,432,13,3
2019,4.92,432,13,2
2019,8.14,432,13,1
2019,4.91,432,13,1
2019,3.22,432,13,4
2020,5.16,432,13,3
2020,5.2,432,13,2
2020,7.87,432,13,1
2020,5,432,13,1
2020,3.14,432,13,4
2021,4.93,432,13,3
2021,4.44,432,13,2
2021,7.8,432,13,1
2021,5.86,432,13,1
2021,3.81,432,13,4
2022,6.16,432,13,3
2022,4.34,432,13,2
2022,7.86,432,13,1
2022,5.01,432,13,1
2022,3.53,432,13,4
2023,6.36,432,13,3
2023,5.81,432,13,2
2023,8.35,432,13,1
2023,5.72,432,13,1
2023,3.09,432,13,4
2024,6.73,432,13,3
2024,4.94,432,13,2
2024,7.36,432,13,1
2024,5.7,432,13,1
2024,4.36,432,13,4
2025,5.92,432,13,3
2025,5.04,432,13,2
2025,7.06,432,13,1
2025,5.97,432,13,1
2025,2.64,432,13,4
2002,0,450,13,1
2003,0.69,450,13,1
2004,0.69,450,13,1
2005,0,450,13,1
2007,1.61,450,13,1
2008,0.69,450,13,1
2009,1.1,450,13,1
2010,0,450,13,1
2011,0,450,13,1
2012,0.69,450,13,1
2013,0.69,450,13,1
2014,0.69,450,13,1
2015,0,450,13,1
2016,0,450,13,1
2017,0.69,450,13,1
2018,0,450,13,1
2019,0,450,13,1
2020,0.69,450,13,1
2021,0,450,13,1
2022,1.1,450,13,3
2022,1.79,450,13,1
2023,0,450,13,3
2023,1.61,450,13,1
2024,0.69,450,13,1
2025,0,450,13,1
2002,6.43,478,13,1
2002,0.69,478,13,1
2003,0.69,478,13,2
2003,7.78,478,13,1
2003,1.95,478,13,1
2004,0.69,478,13,2
2004,8.18,478,13,1
2004,0.69,478,13,1
2005,0,478,13,2
2005,7.97,478,13,1
2005,1.1,478,13,1
2006,0.69,478,13,2
2006,6.71,478,13,1
2006,1.1,478,13,1
2007,7.11,478,13,1
2007,0.69,478,13,1
2008,6.08,478,13,1
2008,0,478,13,1
2009,0.69,478,13,2
2009,8.26,478,13,1
2009,1.1,478,13,1
2010,1.61,478,13,2
2010,7.72,478,13,1
2010,1.79,478,13,1
2011,0,478,13,2
2011,5.18,478,13,1
2011,1.39,478,13,1
2012,0.69,478,13,2
2012,6.78,478,13,1
2012,1.95,478,13,1
2013,2.2,478,13,2
2013,4.71,478,13,1
2013,2.2,478,13,1
2014,0,478,13,2
2014,4.51,478,13,1
2014,1.39,478,13,1
2015,0,478,13,2
2015,4.16,478,13,1
2015,0.69,478,13,1
2016,2.77,478,13,2
2016,4.82,478,13,1
2016,2.2,478,13,1
2017,4.19,478,13,2
2017,4.25,478,13,1
2017,3,478,13,1
2018,0,478,13,2
2018,2.77,478,13,1
2018,0,478,13,1
2019,3.78,478,13,1
2019,0,478,13,1
2020,0,478,13,2
2020,4.2,478,13,1
2020,2.08,478,13,1
2021,1.1,478,13,2
2021,3.71,478,13,1
2021,1.79,478,13,1
2022,3.04,478,13,1
2022,0.69,478,13,1
2023,4.36,478,13,1
2023,1.1,478,13,1
2024,3.76,478,13,1
2024,1.1,478,13,1
2025,2.83,478,13,1
2002,2.08,479,13,3
2002,2.3,479,13,2
2002,5.33,479,13,1
2002,2.48,479,13,1
2002,0,479,13,4
2003,3.09,479,13,3
2003,2.56,479,13,2
2003,6.44,479,13,1
2003,2.56,479,13,1
2003,0.69,479,13,4
2004,3.74,479,13,3
2004,3.22,479,13,2
2004,7.12,479,13,1
2004,3.22,479,13,1
2004,0,479,13,4
2005,5.76,479,13,3
2005,5.39,479,13,2
2005,7.85,479,13,1
2005,4.09,479,13,1
2005,1.1,479,13,4
2006,5.71,479,13,3
2006,5.35,479,13,2
2006,7.54,479,13,1
2006,3.26,479,13,1
2006,0.69,479,13,4
2007,5.38,479,13,3
2007,5,479,13,2
2007,7.84,479,13,1
2007,3.95,479,13,1
2007,0,479,13,4
2008,4.41,479,13,3
2008,4.56,479,13,2
2008,6.84,479,13,1
2008,1.1,479,13,1
2008,0,479,13,4
2009,4.32,479,13,3
2009,5,479,13,2
2009,7.52,479,13,1
2009,3.09,479,13,1
2009,0.69,479,13,4
2010,4.38,479,13,3
2010,4.26,479,13,2
2010,7.94,479,13,1
2010,4.99,479,13,1
2010,0.69,479,13,4
2011,4.48,479,13,3
2011,3.58,479,13,2
2011,7.28,479,13,1
2011,2.08,479,13,1
2011,0.69,479,13,4
2012,4.03,479,13,3
2012,4.42,479,13,2
2012,7.05,479,13,1
2012,2.64,479,13,1
2012,0.69,479,13,4
2013,3.26,479,13,3
2013,4.54,479,13,2
2013,6.79,479,13,1
2013,1.39,479,13,1
2013,0,479,13,4
2014,3.78,479,13,3
2014,3.74,479,13,2
2014,6.36,479,13,1
2014,1.1,479,13,1
2014,0,479,13,4
2015,3.64,479,13,3
2015,4.04,479,13,2
2015,6.38,479,13,1
2015,0.69,479,13,1
2015,1.1,479,13,4
2016,5.55,479,13,3
2016,5.34,479,13,2
2016,7.17,479,13,1
2016,1.79,479,13,1
2016,3.33,479,13,4
2017,5,479,13,3
2017,5.12,479,13,2
2017,6.88,479,13,1
2017,1.95,479,13,1
2017,3,479,13,4
2018,6.12,479,13,3
2018,5.35,479,13,2
2018,7.71,479,13,1
2018,0,479,13,1
2018,2.71,479,13,4
2019,6.37,479,13,3
2019,6.08,479,13,2
2019,7.92,479,13,1
2019,1.1,479,13,1
2019,2.2,479,13,4
2020,5.26,479,13,3
2020,4.86,479,13,2
2020,7.56,479,13,1
2020,2.77,479,13,1
2020,0.69,479,13,4
2021,4.94,479,13,3
2021,4.29,479,13,2
2021,7.26,479,13,1
2021,4.68,479,13,1
2021,1.39,479,13,4
2022,4.95,479,13,3
2022,3.74,479,13,2
2022,6.41,479,13,1
2022,1.61,479,13,1
2022,1.1,479,13,4
2023,4.98,479,13,3
2023,3.97,479,13,2
2023,7.01,479,13,1
2023,2.83,479,13,1
2023,3.71,479,13,4
2024,4.25,479,13,3
2024,2.77,479,13,2
2024,5.69,479,13,1
2024,1.39,479,13,1
2024,1.1,479,13,4
2025,4.72,479,13,3
2025,4.58,479,13,2
2025,6.7,479,13,1
2025,5.55,479,13,1
2025,2.94,479,13,4
2002,7.45,477,13,1
2002,0,477,13,1
2002,0.69,477,13,4
2003,1.61,477,13,2
2003,7,477,13,1
2003,0.69,477,13,1
2004,0,477,13,3
2004,1.1,477,13,2
2004,7.62,477,13,1
2004,0,477,13,1
2004,0,477,13,4
2005,0.69,477,13,2
2005,8.13,477,13,1
2006,0,477,13,3
2006,1.1,477,13,2
2006,8.21,477,13,1
2006,0,477,13,1
2007,0.69,477,13,3
2007,0,477,13,2
2007,7.91,477,13,1
2007,0.69,477,13,1
2008,0.69,477,13,2
2008,9.41,477,13,1
2009,1.39,477,13,2
2009,8.83,477,13,1
2009,1.1,477,13,1
2010,0.69,477,13,2
2010,10.09,477,13,1
2010,0.69,477,13,1
2010,0,477,13,4
2011,0.69,477,13,2
2011,10.63,477,13,1
2011,1.95,477,13,1
2012,5.05,477,13,3
2012,5.38,477,13,2
2012,10.13,477,13,1
2012,1.95,477,13,1
2012,0,477,13,4
2013,4.72,477,13,3
2013,1.79,477,13,2
2013,10.32,477,13,1
2013,0.69,477,13,1
2014,1.39,477,13,3
2014,0.69,477,13,2
2014,9.88,477,13,1
2015,1.61,477,13,3
2015,1.1,477,13,2
2015,9.49,477,13,1
2015,1.1,477,13,1
2016,2.89,477,13,3
2016,1.39,477,13,2
2016,9.63,477,13,1
2016,1.79,477,13,1
2017,2.83,477,13,3
2017,1.39,477,13,2
2017,8.94,477,13,1
2017,0.69,477,13,1
2018,0.69,477,13,3
2018,1.79,477,13,2
2018,8.41,477,13,1
2018,0.69,477,13,1
2019,2.94,477,13,3
2019,1.61,477,13,2
2019,8.27,477,13,1
2019,0.69,477,13,1
2020,1.1,477,13,3
2020,3.69,477,13,2
2020,8.59,477,13,1
2020,2.2,477,13,1
2021,1.95,477,13,3
2021,5.25,477,13,2
2021,8.58,477,13,1
2021,1.1,477,13,1
2022,3.71,477,13,3
2022,6.1,477,13,2
2022,8.31,477,13,1
2022,1.39,477,13,1
2022,4.57,477,13,4
2023,4.29,477,13,3
2023,4.6,477,13,2
2023,8.04,477,13,1
2023,1.95,477,13,1
2023,1.61,477,13,4
2024,3.33,477,13,3
2024,2.64,477,13,2
2024,7.65,477,13,1
2024,1.39,477,13,1
2025,2.83,477,13,3
2025,4.6,477,13,2
2025,7.34,477,13,1
2025,1.39,477,13,1
2002,4.99,423,13,1
2003,5.66,423,13,1
2004,6.93,423,13,1
2005,6.48,423,13,1
2006,7.47,423,13,1
2007,6.35,423,13,1
2008,7.79,423,13,1
2009,7.01,423,13,1
2010,7.26,423,13,1
2011,7.7,423,13,1
2012,6.92,423,13,1
2013,6.79,423,13,1
2014,6.2,423,13,1
2015,6.61,423,13,1
2016,7,423,13,1
2017,6.28,423,13,1
2018,5.14,423,13,1
2019,5.09,423,13,1
2020,4.38,423,13,1
2021,4.33,423,13,1
2022,3.66,423,13,1
2023,3.5,423,13,1
2024,3.26,423,13,1
2025,3.78,423,13,1
2002,0.69,424,13,2
2002,0.69,424,13,1
2002,0.69,424,13,1
2003,1.1,424,13,2
2003,0.69,424,13,1
2003,0,424,13,1
2004,0.69,424,13,2
2004,0,424,13,1
2004,0.69,424,13,1
2005,1.61,424,13,2
2005,2.3,424,13,1
2005,1.1,424,13,1
2006,1.1,424,13,2
2006,1.79,424,13,1
2006,1.1,424,13,1
2007,0.69,424,13,2
2007,1.39,424,13,1
2007,0,424,13,1
2008,0,424,13,2
2008,1.1,424,13,1
2008,0,424,13,1
2009,0,424,13,2
2009,1.79,424,13,1
2009,0,424,13,1
2010,1.39,424,13,2
2010,1.95,424,13,1
2010,1.39,424,13,1
2011,2.08,424,13,2
2011,1.95,424,13,1
2011,0.69,424,13,1
2012,0.69,424,13,2
2012,2.89,424,13,1
2013,3.71,424,13,2
2013,4.53,424,13,1
2013,2.64,424,13,1
2014,1.1,424,13,2
2014,3.61,424,13,1
2014,1.1,424,13,1
2015,0.69,424,13,2
2015,3.53,424,13,1
2015,0.69,424,13,1
2016,4.14,424,13,2
2016,4.52,424,13,1
2016,2.89,424,13,1
2017,4.64,424,13,2
2017,4.14,424,13,1
2017,2.48,424,13,1
2018,1.39,424,13,2
2018,3,424,13,1
2018,0.69,424,13,1
2019,1.79,424,13,2
2019,3,424,13,1
2019,1.95,424,13,1
2020,2.94,424,13,2
2020,3.56,424,13,1
2020,2.4,424,13,1
2021,1.61,424,13,2
2021,3.09,424,13,1
2021,0.69,424,13,1
2022,0,424,13,2
2022,3.09,424,13,1
2023,0.69,424,13,2
2023,3.04,424,13,1
2024,3.78,424,13,2
2024,3.4,424,13,1
2024,0.69,424,13,1
2025,2.2,424,13,2
2025,2.2,424,13,1
2002,1.1,425,13,2
2002,3.89,425,13,1
2002,2.08,425,13,1
2003,0,425,13,3
2003,1.79,425,13,2
2003,4.82,425,13,1
2003,2.48,425,13,1
2004,0.69,425,13,3
2004,1.39,425,13,2
2004,4.91,425,13,1
2004,1.61,425,13,1
2005,0.69,425,13,3
