"year","tc_loss_ha_log","subnational.id","country.id","driver.id"
2022,7.27,100,1,1
2023,0,100,1,3
2023,3.09,100,1,2
2023,6.37,100,1,1
2023,7.59,100,1,1
2024,0,100,1,3
2024,1.95,100,1,2
2024,5.85,100,1,1
2024,6.7,100,1,1
2025,0.69,100,1,3
2025,3.37,100,1,2
2025,6.56,100,1,1
2025,7.58,100,1,1
2005,0.69,101,1,1
2005,0,101,1,1
2006,0,101,1,1
2007,1.79,101,1,1
2007,1.1,101,1,1
2008,0,101,1,1
2008,0,101,1,1
2009,1.79,101,1,1
2009,0.69,101,1,1
2010,1.1,101,1,1
2010,0.69,101,1,1
2011,1.1,101,1,1
2011,0,101,1,1
2012,1.61,101,1,1
2012,0.69,101,1,1
2013,2.4,101,1,1
2013,1.1,101,1,1
2014,1.79,101,1,1
2015,1.39,101,1,1
2015,1.1,101,1,1
2016,0.69,101,1,1
2017,1.79,101,1,1
2017,0,101,1,1
2018,1.39,101,1,1
2018,0.69,101,1,1
2019,1.79,101,1,1
2019,1.1,101,1,1
2020,1.39,101,1,1
2020,1.1,101,1,1
2021,2.2,101,1,1
2021,0,101,1,1
2022,2.3,101,1,1
2022,1.39,101,1,1
2023,1.79,101,1,1
2023,0.69,101,1,1
2024,1.1,101,1,1
2024,1.1,101,1,1
2025,1.39,101,1,1
2025,0.69,101,1,1
2002,2.08,148,1,3
2002,3.43,148,1,2
2002,4.22,148,1,1
2002,5.81,148,1,1
2002,0.69,148,1,4
2003,1.1,148,1,3
2003,2.77,148,1,2
2003,3.3,148,1,1
2003,5.34,148,1,1
2003,1.1,148,1,4
2004,1.1,148,1,3
2004,2.08,148,1,2
2004,3.97,148,1,1
2004,5.03,148,1,1
2005,1.1,148,1,3
2005,3.37,148,1,2
2005,4.72,148,1,1
2005,5.75,148,1,1
2005,0,148,1,4
2006,1.39,148,1,3
2006,3.47,148,1,2
2006,4.06,148,1,1
2006,5.81,148,1,1
2006,0.69,148,1,4
2007,2.08,148,1,3
2007,4.03,148,1,2
2007,3.83,148,1,1
2007,5.93,148,1,1
2008,1.95,148,1,3
2008,2.56,148,1,2
2008,3.76,148,1,1
2008,5.59,148,1,1
2008,0.69,148,1,4
2009,2.48,148,1,3
2009,3.71,148,1,2
2009,4.84,148,1,1
2009,6.11,148,1,1
2010,2.08,148,1,3
2010,3.78,148,1,2
2010,4.33,148,1,1
2010,6.1,148,1,1
2010,0,148,1,4
2011,1.95,148,1,3
2011,4.36,148,1,2
2011,5.45,148,1,1
2011,6.76,148,1,1
2011,0,148,1,4
2012,1.1,148,1,3
2012,2.94,148,1,2
2012,4.22,148,1,1
2012,5.62,148,1,1
2013,2.64,148,1,3
2013,5.14,148,1,2
2013,4.69,148,1,1
2013,6.83,148,1,1
2013,1.1,148,1,4
2014,3.66,148,1,3
2014,6.6,148,1,2
2014,6.19,148,1,1
2014,8.07,148,1,1
2014,1.1,148,1,4
2015,3.26,148,1,3
2015,4.66,148,1,2
2015,5.04,148,1,1
2015,6.86,148,1,1
2015,0.69,148,1,4
2016,3.14,148,1,3
2016,4.45,148,1,2
2016,5.68,148,1,1
2016,7.33,148,1,1
2016,0,148,1,4
2017,3.74,148,1,3
2017,4.6,148,1,2
2017,5.76,148,1,1
2017,7.39,148,1,1
2018,2.77,148,1,3
2018,4.45,148,1,2
2018,5.85,148,1,1
2018,7.19,148,1,1
2019,2.83,148,1,3
2019,3.47,148,1,2
2019,5.42,148,1,1
2019,7.1,148,1,1
2020,2.4,148,1,3
2020,3.87,148,1,2
2020,4.92,148,1,1
2020,6.48,148,1,1
2020,0,148,1,4
2021,2.3,148,1,3
2021,3.81,148,1,2
2021,5.22,148,1,1
2021,6.65,148,1,1
2021,0,148,1,4
2022,2.64,148,1,3
2022,2.3,148,1,2
2022,5.27,148,1,1
2022,6.47,148,1,1
2022,1.79,148,1,4
2023,4.43,148,1,3
2023,3.69,148,1,2
2023,5.84,148,1,1
2023,7.42,148,1,1
2023,1.1,148,1,4
2024,4.13,148,1,3
2024,3.14,148,1,2
2024,4.77,148,1,1
2024,6.49,148,1,1
2024,0,148,1,4
2025,3.26,148,1,3
2025,3.18,148,1,2
2025,5.32,148,1,1
2025,6.94,148,1,1
2025,2.08,148,1,4
2014,1.39,239,1,1
2015,0.69,239,1,1
2017,1.61,239,1,1
2018,0.69,239,1,1
2019,0.69,239,1,1
2021,1.1,239,1,1
2022,0.69,239,1,1
2023,0,239,1,1
2024,0,239,1,1
2002,0,240,1,3
2002,3.04,240,1,2
2002,4.16,240,1,1
2002,6.1,240,1,1
2002,0,240,1,4
2003,3.33,240,1,2
2003,3.97,240,1,1
2003,5.99,240,1,1
2003,0.69,240,1,4
2004,0.69,240,1,2
2004,2.4,240,1,1
2004,4.03,240,1,1
2005,0,240,1,3
2005,3.58,240,1,2
2005,3.78,240,1,1
2005,5.41,240,1,1
2005,0,240,1,4
2006,1.79,240,1,2
2006,2.08,240,1,1
2006,3.47,240,1,1
2006,0,240,1,4
2007,0.69,240,1,3
2007,3.97,240,1,2
2007,5.44,240,1,1
2007,6.98,240,1,1
2007,1.1,240,1,4
2008,2.71,240,1,2
2008,3.69,240,1,1
2008,5.38,240,1,1
2008,0,240,1,4
2009,0.69,240,1,3
2009,4.81,240,1,2
2009,5.45,240,1,1
2009,6.78,240,1,1
2009,0.69,240,1,4
2010,0,240,1,3
2010,3.33,240,1,2
2010,4.87,240,1,1
2010,6.52,240,1,1
2010,0,240,1,4
2011,0,240,1,3
2011,2.94,240,1,2
2011,4.63,240,1,1
2011,6.36,240,1,1
2011,0,240,1,4
2012,0.69,240,1,3
2012,4.28,240,1,2
2012,5.87,240,1,1
2012,6.51,240,1,1
2012,1.1,240,1,4
2013,1.1,240,1,3
2013,4.84,240,1,2
2013,5.9,240,1,1
2013,7.08,240,1,1
2013,1.1,240,1,4
2014,1.1,240,1,3
2014,4.45,240,1,2
2014,5.83,240,1,1
2014,6.73,240,1,1
2014,0.69,240,1,4
2015,0.69,240,1,3
2015,3.69,240,1,2
2015,5.31,240,1,1
2015,6.75,240,1,1
2015,0.69,240,1,4
2016,0,240,1,3
2016,2.08,240,1,2
2016,5.5,240,1,1
2016,6.99,240,1,1
2016,0,240,1,4
2017,0,240,1,3
2017,2.08,240,1,2
2017,5.54,240,1,1
2017,6.9,240,1,1
2018,0.69,240,1,3
2018,2.3,240,1,2
2018,5.71,240,1,1
2018,7.11,240,1,1
2019,0,240,1,3
2019,2.2,240,1,2
2019,5.51,240,1,1
2019,7.04,240,1,1
2020,2.48,240,1,2
2020,5.11,240,1,1
2020,6.31,240,1,1
2020,1.39,240,1,4
2021,0,240,1,3
2021,2.83,240,1,2
2021,6.83,240,1,1
2021,8.23,240,1,1
2021,3.89,240,1,4
2022,0,240,1,3
2022,1.39,240,1,2
2022,6.22,240,1,1
2022,7.54,240,1,1
2022,1.79,240,1,4
2023,0.69,240,1,3
2023,1.79,240,1,2
2023,6.29,240,1,1
2023,7.25,240,1,1
2023,2.48,240,1,4
2024,2.08,240,1,2
2024,6.21,240,1,1
2024,6.88,240,1,1
2024,2.56,240,1,4
2025,1.1,240,1,3
2025,3.3,240,1,2
2025,7.04,240,1,1
2025,8.12,240,1,1
2025,4.14,240,1,4
2002,2.3,241,1,1
2002,2.2,241,1,1
2003,3.22,241,1,1
2003,3.04,241,1,1
2004,2.2,241,1,1
2004,1.1,241,1,1
2005,3.78,241,1,1
2005,3.18,241,1,1
2006,1.39,241,1,1
2006,1.1,241,1,1
2007,4.14,241,1,1
2007,3.5,241,1,1
2008,1.61,241,1,1
2008,1.1,241,1,1
2009,3.91,241,1,1
2009,2.89,241,1,1
2010,0,241,1,3
2010,2.83,241,1,1
2010,2.3,241,1,1
2011,0,241,1,3
2011,3.43,241,1,1
2011,3.14,241,1,1
2012,0,241,1,3
2012,3.83,241,1,1
2012,2.83,241,1,1
2013,0,241,1,3
2013,4.65,241,1,1
2013,4.33,241,1,1
2014,3.22,241,1,1
2014,2.4,241,1,1
2015,3.69,241,1,1
2015,3.33,241,1,1
2016,4.5,241,1,1
2016,4.03,241,1,1
2017,4.26,241,1,1
2017,3.22,241,1,1
2018,3.95,241,1,1
2018,3,241,1,1
2019,0,241,1,3
2019,4.08,241,1,1
2019,3.85,241,1,1
2020,0,241,1,3
2020,3.53,241,1,1
2020,3.4,241,1,1
2021,0,241,1,3
2021,4.91,241,1,1
2021,4.79,241,1,1
2022,0.69,241,1,3
2022,4.32,241,1,1
2022,4.75,241,1,1
2023,0.69,241,1,3
2023,4.87,241,1,1
2023,4.93,241,1,1
2024,4.16,241,1,1
2024,4.32,241,1,1
2025,0,241,1,3
2025,4.16,241,1,1
2025,4.3,241,1,1
2002,0,546,1,1
2003,0.69,546,1,1
2003,0,546,1,1
2007,0.69,546,1,1
2007,0,546,1,1
2008,0,546,1,1
2009,0,546,1,3
2009,0.69,546,1,1
2011,0.69,546,1,1
2012,1.1,546,1,3
2012,0,546,1,1
2013,0.69,546,1,3
2013,0.69,546,1,1
2013,0,546,1,1
2014,0.69,546,1,1
2014,1.39,546,1,1
2016,0,546,1,3
2016,0.69,546,1,1
2016,0,546,1,1
2018,1.1,546,1,1
2021,0,546,1,1
2002,0.69,548,1,3
2002,0,548,1,2
2002,0.69,548,1,1
2002,2.48,548,1,1
2003,0.69,548,1,3
2003,0.69,548,1,1
2003,1.1,548,1,1
2003,0,548,1,4
2004,0.69,548,1,3
2004,1.61,548,1,1
2004,2.08,548,1,1
2005,0.69,548,1,3
2005,0,548,1,2
2005,1.1,548,1,1
2005,2.56,548,1,1
2006,1.39,548,1,3
2006,0,548,1,2
2006,2.4,548,1,1
2006,2.64,548,1,1
2006,0,548,1,4
2007,0.69,548,1,3
2007,1.1,548,1,2
2007,1.95,548,1,1
2007,2.83,548,1,1
2007,0,548,1,4
2008,0,548,1,3
2008,0,548,1,2
2008,1.61,548,1,1
2008,2.3,548,1,1
2008,0,548,1,4
2009,1.1,548,1,3
2009,0,548,1,2
2009,1.39,548,1,1
2009,3.47,548,1,1
2010,0.69,548,1,3
2010,0.69,548,1,2
2010,1.61,548,1,1
2010,2.71,548,1,1
2010,0,548,1,4
2011,1.1,548,1,3
2011,1.39,548,1,1
2011,2.48,548,1,1
2012,1.39,548,1,3
2012,1.79,548,1,2
2012,2.2,548,1,1
2012,2.64,548,1,1
2012,0.69,548,1,4
2013,1.79,548,1,3
2013,1.39,548,1,2
2013,2.77,548,1,1
2013,3.89,548,1,1
2014,1.61,548,1,3
2014,1.39,548,1,2
2014,3.37,548,1,1
2014,4.38,548,1,1
2015,2.4,548,1,3
2015,0,548,1,2
2015,2.2,548,1,1
2015,3.89,548,1,1
2016,2.64,548,1,3
2016,0.69,548,1,2
2016,3.53,548,1,1
2016,4.66,548,1,1
2016,0.69,548,1,4
2017,2.71,548,1,3
2017,1.61,548,1,2
2017,3.78,548,1,1
2017,4.88,548,1,1
2018,2.2,548,1,3
2018,1.1,548,1,2
2018,3.5,548,1,1
2018,5.4,548,1,1
2019,2.3,548,1,3
2019,1.39,548,1,2
2019,3.64,548,1,1
2019,5.18,548,1,1
2020,1.39,548,1,3
2020,1.39,548,1,2
2020,3.81,548,1,1
2020,5.06,548,1,1
2020,0,548,1,4
2021,2.2,548,1,3
2021,1.1,548,1,2
2021,4.28,548,1,1
2021,5.29,548,1,1
2022,2.77,548,1,3
2022,3.56,548,1,1
2022,4.85,548,1,1
2023,2.48,548,1,3
2023,1.79,548,1,2
2023,3.83,548,1,1
2023,5.48,548,1,1
2024,2.94,548,1,3
2024,1.1,548,1,2
2024,4.04,548,1,1
2024,5.06,548,1,1
2024,0,548,1,4
2025,2.89,548,1,3
2025,0.69,548,1,2
2025,4.62,548,1,1
2025,5.68,548,1,1
2025,1.1,548,1,4
2002,2.94,549,1,1
2002,2.4,549,1,1
2002,0,549,1,4
2003,3.78,549,1,1
2003,2.08,549,1,1
2004,3.47,549,1,1
2004,2.2,549,1,1
2005,0,549,1,3
2005,2.64,549,1,1
2005,1.1,549,1,1
2006,0,549,1,3
2006,0,549,1,2
2006,3.87,549,1,1
2006,2.71,549,1,1
2007,4.29,549,1,1
2007,3.61,549,1,1
2008,0,549,1,2
2008,2.56,549,1,1
2008,1.39,549,1,1
2009,0,549,1,3
2009,3.56,549,1,1
2009,2.64,549,1,1
2010,4.58,549,1,1
2010,3.47,549,1,1
2011,0,549,1,3
2011,0,549,1,2
2011,3.69,549,1,1
2011,2.4,549,1,1
2011,0,549,1,4
2012,0.69,549,1,2
2012,4.04,549,1,1
2012,2.08,549,1,1
2013,3,549,1,1
2013,1.79,549,1,1
2014,0.69,549,1,2
2014,4.47,549,1,1
2014,3.37,549,1,1
2014,0,549,1,4
2015,0,549,1,2
2015,4.23,549,1,1
2015,3.4,549,1,1
2016,0,549,1,3
2016,1.79,549,1,2
2016,4.78,549,1,1
2016,3.78,549,1,1
2016,0,549,1,4
2017,0,549,1,3
2017,1.1,549,1,2
2017,4.74,549,1,1
2017,4.01,549,1,1
2017,0.69,549,1,4
2018,0,549,1,2
2018,4.69,549,1,1
2018,3.83,549,1,1
2018,0.69,549,1,4
2019,3.14,549,1,2
2019,4.76,549,1,1
2019,3.26,549,1,1
2019,0.69,549,1,4
2020,3.95,549,1,2
2020,5.01,549,1,1
2020,3.33,549,1,1
2020,0.69,549,1,4
2021,0,549,1,3
2021,5.23,549,1,1
2021,3.66,549,1,1
2021,1.1,549,1,4
2022,0,549,1,3
2022,0,549,1,2
2022,4.75,549,1,1
2022,2.4,549,1,1
2022,0,549,1,4
2023,0,549,1,3
2023,0,549,1,2
2023,5.43,549,1,1
2023,3.47,549,1,1
2023,2.08,549,1,4
2024,4.98,549,1,1
2024,3.87,549,1,1
2024,1.79,549,1,4
2025,1.1,549,1,3
2025,5.25,549,1,1
2025,4.16,549,1,1
2025,3.18,549,1,4
2002,1.1,567,1,1
2002,3.22,567,1,1
2003,1.1,567,1,1
2003,3.71,567,1,1
2004,1.1,567,1,1
2004,3.56,567,1,1
2005,0.69,567,1,2
2005,1.79,567,1,1
2005,4.79,567,1,1
2005,0,567,1,4
2006,0,567,1,2
2006,0.69,567,1,1
2006,1.79,567,1,1
2007,1.39,567,1,1
2007,5.39,567,1,1
2007,0,567,1,4
2008,1.39,567,1,1
2008,4.28,567,1,1
2008,0,567,1,4
2009,0,567,1,2
2009,1.61,567,1,1
2009,4.01,567,1,1
2010,1.95,567,1,1
2010,4.63,567,1,1
2011,1.95,567,1,1
2011,5.14,567,1,1
2011,0,567,1,4
2012,2.48,567,1,1
2012,4.96,567,1,1
2012,0.69,567,1,4
2013,0,567,1,2
2013,2.08,567,1,1
2013,5.31,567,1,1
2013,0.69,567,1,4
2014,0.69,567,1,2
2014,3.26,567,1,1
2014,5.93,567,1,1
2014,0.69,567,1,4
2015,0,567,1,3
2015,0.69,567,1,2
2015,3.14,567,1,1
2015,5.9,567,1,1
2015,1.61,567,1,4
2016,0,567,1,2
2016,3.26,567,1,1
2016,6.12,567,1,1
2016,1.1,567,1,4
2017,0,567,1,2
2017,3.66,567,1,1
2017,6.32,567,1,1
2017,2.83,567,1,4
2018,0,567,1,3
2018,0.69,567,1,2
2018,4.01,567,1,1
2018,6.19,567,1,1
2018,0,567,1,4
2019,0.69,567,1,2
2019,4.16,567,1,1
2019,6.05,567,1,1
2019,0.69,567,1,4
2020,0.69,567,1,2
2020,4.68,567,1,1
2020,6.2,567,1,1
2020,0,567,1,4
2021,0,567,1,2
2021,5.38,567,1,1
2021,6.53,567,1,1
2021,2.71,567,1,4
2022,0,567,1,2
2022,5.42,567,1,1
2022,6.28,567,1,1
2022,1.79,567,1,4
2023,0,567,1,2
2023,5.38,567,1,1
2023,6.31,567,1,1
2023,3.22,567,1,4
2024,5.47,567,1,1
2024,6.21,567,1,1
2024,3.5,567,1,4
2025,0,567,1,3
2025,1.79,567,1,2
2025,5.92,567,1,1
2025,6.66,567,1,1
2025,4.64,567,1,4
2002,0,646,1,2
2002,3.22,646,1,1
2002,3.4,646,1,1
2002,1.61,646,1,4
2003,0,646,1,2
2003,2.94,646,1,1
2003,3.09,646,1,1
2003,1.95,646,1,4
2004,0,646,1,3
2004,1.39,646,1,2
2004,4.01,646,1,1
2004,3.3,646,1,1
2004,0.69,646,1,4
2005,0,646,1,2
2005,2.48,646,1,1
2005,2.56,646,1,1
2005,1.1,646,1,4
2006,1.1,646,1,2
2006,4.44,646,1,1
2006,4.09,646,1,1
2006,3.04,646,1,4
2007,1.39,646,1,2
2007,4.28,646,1,1
2007,4.51,646,1,1
2007,2.08,646,1,4
2008,0.69,646,1,2
2008,4.7,646,1,1
2008,3.18,646,1,1
2008,2.2,646,1,4
2009,2.08,646,1,2
2009,4.64,646,1,1
2009,4.14,646,1,1
2009,1.61,646,1,4
2010,1.79,646,1,2
2010,5.48,646,1,1
2010,4.43,646,1,1
2010,2.08,646,1,4
2011,2.56,646,1,2
2011,5.51,646,1,1
2011,3.95,646,1,1
2011,1.1,646,1,4
2012,1.39,646,1,2
2012,5.2,646,1,1
2012,3.87,646,1,1
2012,1.39,646,1,4
2013,0,646,1,2
2013,5.48,646,1,1
2013,2.56,646,1,1
2014,1.1,646,1,2
2014,5.54,646,1,1
2014,3,646,1,1
2014,0,646,1,4
2015,5.33,646,1,1
2015,3.43,646,1,1
2015,3.91,646,1,4
2016,1.39,646,1,2
2016,5.98,646,1,1
2016,3.56,646,1,1
2016,0.69,646,1,4
2017,2.64,646,1,2
2017,5.88,646,1,1
2017,3.61,646,1,1
2017,1.1,646,1,4
2018,1.79,646,1,2
2018,5.55,646,1,1
2018,3.18,646,1,1
2019,1.39,646,1,2
2019,5.42,646,1,1
2019,3.09,646,1,1
2019,0,646,1,4
2020,0.69,646,1,2
2020,5.74,646,1,1
2020,3.58,646,1,1
2020,0.69,646,1,4
2021,0.69,646,1,2
2021,6.16,646,1,1
2021,4.26,646,1,1
2021,0,646,1,4
2022,0.69,646,1,2
2022,6.43,646,1,1
2022,4.98,646,1,1
2023,0,646,1,2
2023,5.97,646,1,1
2023,4.6,646,1,1
2023,0,646,1,4
2024,6.68,646,1,1
2024,5.72,646,1,1
2024,3,646,1,4
2025,1.79,646,1,2
2025,6.25,646,1,1
2025,6.11,646,1,1
2025,3.97,646,1,4
2002,2.4,1070,1,2
2002,4.8,1070,1,1
2002,7.26,1070,1,1
2002,0.69,1070,1,4
2003,0,1070,1,3
2003,1.79,1070,1,2
2003,3.5,1070,1,1
2003,7.11,1070,1,1
2003,0,1070,1,4
2004,1.79,1070,1,2
2004,4.34,1070,1,1
2004,6.59,1070,1,1
2004,0.69,1070,1,4
2005,0.69,1070,1,3
2005,2.2,1070,1,2
2005,4.13,1070,1,1
2005,7.29,1070,1,1
2005,0,1070,1,4
2006,1.39,1070,1,2
2006,2.3,1070,1,1
2006,5.81,1070,1,1
2006,0.69,1070,1,4
2007,0,1070,1,3
2007,3.4,1070,1,2
2007,5.81,1070,1,1
2007,8.17,1070,1,1
2007,1.1,1070,1,4
2008,0,1070,1,3
2008,2.3,1070,1,2
2008,4.62,1070,1,1
2008,6.71,1070,1,1
2009,2.77,1070,1,2
2009,4.84,1070,1,1
2009,6.83,1070,1,1
2009,0.69,1070,1,4
2010,0,1070,1,3
2010,3.64,1070,1,2
2010,4.91,1070,1,1
2010,7.62,1070,1,1
2010,0.69,1070,1,4
2011,0,1070,1,3
2011,3.04,1070,1,2
2011,5.28,1070,1,1
2011,7.08,1070,1,1
2011,0.69,1070,1,4
2012,0,1070,1,3
2012,2.77,1070,1,2
2012,5.82,1070,1,1
2012,7.64,1070,1,1
2012,0.69,1070,1,4
2013,2.64,1070,1,2
2013,6,1070,1,1
2013,8,1070,1,1
2013,0,1070,1,4
2014,0,1070,1,3
2014,3.33,1070,1,2
2014,6.12,1070,1,1
2014,7.87,1070,1,1
2014,0.69,1070,1,4
2015,2.77,1070,1,2
2015,6.55,1070,1,1
2015,8.14,1070,1,1
2015,1.39,1070,1,4
2016,0,1070,1,3
2016,2.56,1070,1,2
2016,6.82,1070,1,1
2016,8.37,1070,1,1
2016,1.39,1070,1,4
2017,0.69,1070,1,3
2017,2.4,1070,1,2
2017,6.8,1070,1,1
2017,8.33,1070,1,1
2017,1.1,1070,1,4
2018,0,1070,1,3
2018,1.61,1070,1,2
2018,7.49,1070,1,1
2018,8.67,1070,1,1
2018,3.04,1070,1,4
2019,2.56,1070,1,3
2019,2.4,1070,1,2
2019,6.61,1070,1,1
2019,8.19,1070,1,1
2019,2.3,1070,1,4
2020,0,1070,1,3
2020,2.2,1070,1,2
2020,6.83,1070,1,1
2020,8.24,1070,1,1
2020,1.79,1070,1,4
2021,1.1,1070,1,3
2021,2.2,1070,1,2
2021,8.12,1070,1,1
2021,9.06,1070,1,1
2021,2.3,1070,1,4
2022,1.1,1070,1,3
2022,2.08,1070,1,2
2022,7.44,1070,1,1
2022,8.73,1070,1,1
2022,1.95,1070,1,4
2023,2.4,1070,1,3
2023,2.08,1070,1,2
2023,7.42,1070,1,1
2023,8.78,1070,1,1
2023,2.48,1070,1,4
2024,0.69,1070,1,3
2024,1.61,1070,1,2
2024,7.11,1070,1,1
2024,8.68,1070,1,1
2024,3.5,1070,1,4
2025,2.64,1070,1,3
2025,3.09,1070,1,2
2025,7.44,1070,1,1
2025,8.91,1070,1,1
2025,4.3,1070,1,4
2002,2.56,1127,1,2
2002,3.64,1127,1,1
2002,4.2,1127,1,1
2003,2.2,1127,1,2
2003,2.89,1127,1,1
2003,4.04,1127,1,1
2004,0,1127,1,3
2004,3.14,1127,1,2
2004,4.23,1127,1,1
2004,5.43,1127,1,1
2005,0,1127,1,3
2005,1.95,1127,1,2
2005,2.83,1127,1,1
2005,4.49,1127,1,1
2006,2.89,1127,1,2
2006,3.47,1127,1,1
2006,3.83,1127,1,1
2007,0,1127,1,3
2007,2.64,1127,1,2
2007,3.47,1127,1,1
2007,4.58,1127,1,1
2008,0,1127,1,3
2008,2.64,1127,1,2
2008,3.64,1127,1,1
2008,4.65,1127,1,1
2008,0.69,1127,1,4
2009,0,1127,1,3
2009,3.56,1127,1,2
2009,3.99,1127,1,1
2009,4.99,1127,1,1
2010,2.83,1127,1,2
2010,3.37,1127,1,1
2010,4.3,1127,1,1
2011,1.61,1127,1,2
2011,3,1127,1,1
2011,3.81,1127,1,1
2011,0,1127,1,4
2012,0,1127,1,3
2012,3.3,1127,1,2
2012,4.38,1127,1,1
2012,4.64,1127,1,1
2013,0.69,1127,1,3
2013,4.53,1127,1,2
2013,4.39,1127,1,1
2013,4.93,1127,1,1
2013,0,1127,1,4
2014,0,1127,1,3
2014,3.83,1127,1,2
2014,4.44,1127,1,1
2014,5.37,1127,1,1
2015,0,1127,1,3
2015,2.56,1127,1,2
2015,3.89,1127,1,1
2015,4.61,1127,1,1
2016,3.04,1127,1,2
2016,5.33,1127,1,1
2016,5.59,1127,1,1
2017,0,1127,1,3
2017,1.39,1127,1,2
2017,4.6,1127,1,1
2017,5.2,1127,1,1
2017,0,1127,1,4
2018,0,1127,1,2
2018,4.55,1127,1,1
2018,4.82,1127,1,1
2019,0,1127,1,3
2019,0,1127,1,2
2019,4.38,1127,1,1
2019,4.73,1127,1,1
2020,0.69,1127,1,2
2020,4.36,1127,1,1
2020,4.74,1127,1,1
2021,0.69,1127,1,3
2021,1.95,1127,1,2
2021,5.14,1127,1,1
2021,5.68,1127,1,1
2022,1.39,1127,1,3
2022,0.69,1127,1,2
2022,5.7,1127,1,1
2022,5.28,1127,1,1
2023,1.39,1127,1,3
2023,2.08,1127,1,2
2023,5.75,1127,1,1
2023,5.69,1127,1,1
2023,0.69,1127,1,4
2024,0.69,1127,1,3
2024,1.1,1127,1,2
2024,5.49,1127,1,1
2024,5.57,1127,1,1
2025,0.69,1127,1,3
2025,2.56,1127,1,2
2025,5.87,1127,1,1
2025,5.75,1127,1,1
2002,4.86,173,2,1
2003,2.3,173,2,2
2003,7.32,173,2,1
2004,5.51,173,2,1
2005,4.58,173,2,1
2006,4.89,173,2,1
2007,3.56,173,2,1
2007,0,173,2,4
2008,1.95,173,2,1
2009,0.69,173,2,1
2010,0,173,2,1
2011,2.08,173,2,1
2012,3.14,173,2,1
2012,0,173,2,1
2012,0,173,2,4
2013,1.1,173,2,1
2013,0.69,173,2,4
2014,2.2,173,2,1
2015,0,173,2,1
2016,3.26,173,2,1
2017,0.69,173,2,3
2017,1.95,173,2,1
2017,0,173,2,4
2018,0,173,2,3
2018,0,173,2,1
2019,0.69,173,2,1
2020,0.69,173,2,1
2021,0,173,2,1
2022,2.83,173,2,1
2022,0,173,2,1
2023,1.95,173,2,1
2024,0.69,173,2,1
2025,1.95,173,2,1
2002,0.69,186,2,2
2002,4.81,186,2,1
2002,0,186,2,4
2003,0,186,2,2
2003,5.94,186,2,1
2003,0.69,186,2,4
2004,0,186,2,3
2004,1.39,186,2,2
2004,7.13,186,2,1
2004,1.61,186,2,4
2005,1.1,186,2,2
2005,7.27,186,2,1
2005,1.61,186,2,4
2006,2.64,186,2,2
2006,6.98,186,2,1
2006,1.1,186,2,4
2007,2.56,186,2,2
2007,6.8,186,2,1
2007,0.69,186,2,4
2008,2.48,186,2,2
2008,7.08,186,2,1
2008,1.1,186,2,4
2009,2.08,186,2,2
2009,6.85,186,2,1
2009,0,186,2,4
2010,0.69,186,2,2
2010,6.35,186,2,1
2010,1.39,186,2,4
2011,0.69,186,2,2
2011,6.13,186,2,1
2011,1.79,186,2,4
2012,3.18,186,2,2
2012,7.78,186,2,1
2012,3.5,186,2,4
2013,3.22,186,2,2
2013,7.09,186,2,1
2013,4.74,186,2,4
2014,1.1,186,2,2
2014,6.34,186,2,1
2014,1.79,186,2,4
